year,date,saros,type,ge_sun_alt,ge_lat,ge_lon,sunset_min_alt,sunset_max_dur_s,sunset_entry_lat,sunset_entry_lon,sunset_end_lat,sunset_end_lon,sunrise_min_alt,sunrise_max_dur_s,sunrise_entry_lat,sunrise_entry_lon,sunrise_end_lat,sunrise_end_lon
-1728,-1728-05-16,10,T,61.0,42.83,113.61,2.3,15.1,43.48,-169.89,41.35,-161.44,4.1,23.7,18.58,63.74,16.13,56.32
-1727,-1727-05-06,20,T,72.7,-5.40,-80.74,2.6,201.0,0.47,-33.30,-1.27,-23.08,5.1,195.1,-29.52,-131.58,-31.06,-137.58
-1725,-1725-09-09,7,T,27.9,-47.82,-126.20,,,,,,,1.1,24.0,-43.48,-160.17,-45.06,-169.86
-1724,-1724-08-28,17,T,81.0,6.32,27.97,2.9,156.9,-17.98,77.28,-20.63,85.56,3.9,162.8,6.97,-23.43,4.85,-31.90
-1723,-1723-08-18,27,T,56.5,50.98,154.58,2.4,117.2,26.28,-149.68,22.85,-140.76,2.6,110.6,44.60,72.18,41.97,64.24
-1721,-1721-01-02,4,T,43.6,22.26,-152.18,3.8,71.7,31.72,-113.07,34.10,-107.95,4.2,69.6,43.40,166.01,44.62,163.75
-1721,-1721-12-23,14,T,88.0,-21.33,-31.29,1.0,124.1,-13.39,24.93,-8.96,35.32,3.8,121.2,7.45,-80.13,10.89,-87.10
-1717,-1717-04-16,11,T,74.6,-9.29,20.54,1.4,207.0,14.11,65.80,14.03,77.70,5.3,193.4,-43.12,-35.40,-43.90,-40.80
-1716,-1716-04-05,21,T,59.6,26.19,139.38,4.8,33.1,59.78,-147.22,59.78,-147.22,4.2,40.9,1.72,102.08,0.80,92.97
-1714,-1714-08-09,8,T,37.5,66.80,-166.76,3.5,83.1,36.62,-128.78,33.28,-122.14,,,,,,
-1712,-1712-01-22,23,T,50.7,15.68,50.88,2.5,46.5,43.23,93.92,46.06,99.38,4.9,56.7,19.56,11.04,21.79,5.48
-1710,-1710-05-27,10,T,55.8,51.33,6.35,3.6,24.9,45.07,90.21,43.36,95.46,2.4,33.6,26.53,-48.34,23.23,-57.00
-1709,-1709-05-17,20,T,77.2,2.46,165.36,3.0,205.7,3.38,-144.54,1.17,-135.58,3.9,204.7,-21.66,116.63,-24.11,108.98
-1708,-1708-05-06,30,T,16.4,-58.23,-66.88,2.6,229.2,-54.64,-41.55,-55.46,-35.24,,,,,,
-1707,-1707-09-19,7,T,25.8,-52.89,101.43,,,,,,,3.2,22.9,-45.53,68.88,-45.97,61.46
-1706,-1706-09-09,17,T,79.4,1.13,-99.85,5.2,147.4,-23.05,-49.09,-24.54,-43.29,4.8,154.8,7.01,-150.07,5.68,-158.01
-1705,-1705-08-29,27,T,58.8,45.16,32.03,3.3,102.9,20.90,83.30,18.19,91.54,4.2,94.1,45.34,-48.64,43.98,-54.01
-1703,-1703-01-12,4,T,42.5,23.93,76.26,0.6,89.6,37.08,116.27,40.87,124.15,3.7,91.2,40.04,35.66,42.08,31.61
-1702,-1702-01-02,14,T,87.4,-21.34,-162.09,2.4,128.3,-8.08,-106.73,-4.48,-98.76,2.9,127.2,3.61,147.22,7.28,139.72
-1699,-1699-04-27,11,T,70.2,-9.31,-91.31,3.5,209.3,9.49,-46.99,8.78,-37.27,3.9,192.3,-45.27,-145.43,-46.62,-151.75
-1698,-1698-04-16,21,T,64.2,26.50,31.62,2.9,27.9,55.29,106.62,55.11,111.86,1.8,33.0,-1.62,-7.00,-3.41,-18.14
-1696,-1696-08-19,8,T,33.2,65.10,81.78,3.7,65.5,37.71,110.74,34.39,117.72,,,,,,
-1694,-1694-02-02,23,T,52.8,14.84,-74.99,4.0,66.7,46.53,-29.67,47.90,-26.88,1.6,81.7,14.13,-114.45,17.58,-124.28
-1692,-1692-06-07,10,T,50.4,59.60,-100.20,1.8,34.5,46.78,-12.58,43.60,-4.62,4.3,41.0,34.82,-162.40,32.08,-168.64
-1691,-1691-05-27,20,T,81.7,9.84,51.78,3.9,209.9,5.61,103.30,2.99,111.58,3.6,207.8,-13.85,2.85,-16.67,-4.65
-1690,-1690-05-17,30,T,27.4,-45.68,167.52,3.7,234.3,-44.68,-157.84,-45.85,-152.84,1.6,215.1,-68.35,121.29,-68.35,121.29
-1689,-1689-09-30,7,T,24.3,-57.56,-33.23,,,,,,,1.7,22.5,-47.55,-64.78,-47.36,-74.76
-1688,-1688-09-19,17,T,78.2,-4.06,130.10,5.0,138.5,-26.98,-177.30,-28.09,-171.15,0.7,146.0,6.59,81.08,5.43,68.80
-1687,-1687-09-09,27,T,60.5,39.46,-93.52,3.6,89.3,16.69,-46.05,14.30,-37.03,4.4,78.6,46.13,-170.10,45.18,-175.67
-1685,-1685-01-24,4,T,40.8,26.75,-53.98,4.6,105.9,43.50,-12.06,44.52,-9.96,4.4,111.4,38.20,-94.19,39.82,-97.80
-1684,-1684-01-13,14,T,86.6,-20.18,68.24,3.0,136.2,-2.89,121.45,0.54,128.91,0.7,136.9,-0.32,16.90,4.48,6.60
-1681,-1681-05-08,11,T,65.5,-9.96,157.05,2.8,208.5,3.98,-159.50,2.47,-149.65,4.6,187.8,-47.04,104.04,-47.98,100.76
-1680,-1680-04-27,21,T,68.9,26.75,-74.24,4.7,21.1,49.82,0.26,49.47,3.76,3.2,23.3,-4.42,-114.40,-6.64,-123.65
-1678,-1678-08-31,8,T,29.3,62.74,-35.24,2.1,47.0,38.65,-12.09,35.13,-3.41,,,,,,
-1676,-1676-02-13,23,T,55.3,14.30,161.49,4.7,88.2,48.66,-151.66,49.86,-148.89,4.6,103.1,9.20,121.02,11.11,114.13
-1674,-1674-06-18,10,T,44.9,67.42,155.12,3.8,39.8,47.36,-114.71,45.35,-110.40,4.1,45.1,42.94,80.27,40.43,75.05
-1673,-1673-06-08,20,T,86.0,16.63,-61.56,3.2,209.4,6.89,-8.55,3.60,0.07,2.8,210.7,-5.48,-110.92,-9.22,-119.83
-1672,-1672-05-27,30,T,35.5,-35.46,48.62,2.6,235.7,-38.19,86.21,-40.53,93.52,4.1,218.4,-56.90,2.74,-56.90,2.74
-1671,-1671-10-11,7,T,23.5,-61.83,-169.60,,,,,,,1.8,22.9,-49.33,159.14,-48.29,149.37
-1670,-1670-09-30,17,T,77.3,-9.20,-1.68,2.4,131.0,-29.75,52.83,-30.67,62.75,3.1,137.4,5.61,-49.58,5.59,-59.81
-1669,-1669-09-20,27,T,61.8,33.86,138.92,5.1,72.1,12.86,-174.74,11.48,-167.57,4.8,62.6,46.27,67.46,45.79,61.95
-1667,-1667-02-03,4,T,38.4,30.85,177.39,0.5,120.8,50.79,-137.99,53.13,-132.73,4.2,132.9,37.34,138.67,39.23,133.71
-1666,-1666-01-24,14,T,85.4,-17.73,-59.61,5.3,146.1,2.41,-8.95,5.19,-2.80,1.0,145.3,-3.11,-111.88,1.27,-122.12
-1663,-1663-05-18,11,T,60.5,-11.52,46.07,2.9,205.6,-2.43,88.03,-4.52,97.36,1.9,181.5,-48.40,-5.51,-50.09,-10.45
-1660,-1660-09-10,8,T,25.7,60.32,-156.80,2.7,28.0,40.08,-137.96,37.02,-129.48,,,,,,
-1658,-1658-02-23,23,T,58.2,14.14,39.99,2.5,105.2,51.07,91.38,52.60,95.93,5.1,123.5,4.34,-1.11,5.71,-7.91
-1656,-1656-06-28,10,T,39.1,74.44,55.76,2.9,43.5,47.99,141.36,45.71,145.73,2.4,46.3,50.60,-41.34,48.07,-46.20
-1655,-1655-06-18,20,T,89.9,22.61,-175.01,1.0,205.4,7.24,-120.97,2.83,-110.72,5.6,207.1,2.38,132.86,-0.32,126.90
-1654,-1654-06-08,30,T,42.1,-26.93,-68.61,3.2,226.3,-34.52,-27.96,-36.77,-22.19,4.6,217.5,-46.27,-112.46,-47.31,-114.74
-1653,-1653-10-22,7,T,23.2,-65.87,53.03,,,,,,,0.9,24.5,-50.90,21.45,-48.93,10.64
-1652,-1652-10-11,17,T,76.8,-14.18,-134.94,3.2,123.6,-31.39,-77.84,-31.51,-68.46,3.5,126.6,4.25,176.76,4.95,167.91
-1651,-1651-09-30,27,T,62.6,28.62,9.04,4.8,57.4,10.40,53.65,9.47,61.96,4.4,46.0,45.75,-57.64,45.70,-63.48
-1649,-1649-02-14,4,T,35.2,36.15,49.79,2.5,139.5,57.28,94.61,58.81,98.27,3.7,149.7,38.44,11.57,40.03,6.35
-1648,-1648-02-04,14,T,83.8,-14.10,173.93,5.4,155.2,8.22,-136.90,10.84,-130.69,2.3,154.8,-5.09,121.53,-1.61,112.20
-1645,-1645-05-30,11,T,55.3,-14.03,-65.14,4.1,198.5,-9.70,-24.33,-11.80,-17.09,3.6,178.4,-48.34,-112.71,-49.78,-116.02
-1640,-1640-03-06,23,T,61.6,14.22,-78.80,4.1,124.6,51.47,-24.76,52.47,-21.04,4.7,143.8,-0.39,-119.92,0.62,-128.16
-1638,-1638-07-10,10,T,33.0,79.42,-30.28,2.7,47.3,49.76,33.67,46.76,38.92,2.3,46.4,58.07,-167.73,56.39,-170.58
-1637,-1637-06-29,20,Tm,85.9,27.73,71.73,3.9,198.4,6.82,126.33,3.56,133.24,0.8,202.2,10.35,16.08,5.63,5.77
-1636,-1636-06-18,30,T,47.9,-19.55,175.42,3.6,215.1,-31.97,-142.58,-34.49,-136.94,4.9,210.5,-36.48,132.56,-38.22,128.86
-1635,-1635-11-02,7,T,23.5,-69.78,-84.75,,,,,,,2.5,27.3,-52.21,-117.58,-50.04,-125.41
-1634,-1634-10-22,17,T,76.5,-18.98,91.12,3.8,117.0,-31.87,150.81,-31.26,159.67,5.1,120.1,2.16,43.45,3.46,35.77
-1633,-1633-10-12,27,T,63.1,23.66,-122.20,3.8,40.8,8.72,-77.69,8.52,-68.63,4.6,30.1,44.39,176.30,44.80,170.76
-1631,-1631-02-25,4,T,31.0,42.79,-76.97,3.2,151.0,65.72,-28.75,65.72,-28.75,2.6,166.0,41.04,-113.08,42.65,-120.28
-1630,-1630-02-14,14,T,81.7,-9.36,49.23,4.1,162.4,14.42,98.08,17.08,105.32,0.7,162.7,-5.88,-2.90,-2.56,-13.67
-1627,-1627-06-09,11,T,49.7,-17.60,-176.82,4.9,187.7,-17.69,-137.35,-19.65,-131.76,3.8,170.7,-48.43,138.59,-49.88,135.70
-1622,-1622-03-17,23,T,65.1,14.66,164.12,5.0,141.6,51.04,-138.38,51.71,-134.91,2.1,158.6,-4.57,121.82,-3.95,111.41
-1620,-1620-07-20,10,T,26.4,79.79,-101.94,1.9,48.1,51.23,-74.26,48.19,-69.13,,,,,,
-1619,-1619-07-10,20,T,82.2,31.65,-42.37,2.1,193.8,6.41,10.58,1.96,19.66,2.6,193.1,17.63,-103.25,14.01,-111.20
-1618,-1618-06-29,30,T,52.9,-13.48,59.30,3.5,199.8,-30.86,102.38,-33.70,108.21,4.4,198.5,-27.56,16.51,-29.99,11.35
-1617,-1617-11-13,7,T,23.9,-73.78,137.78,,,,,,,2.7,31.4,-53.44,102.49,-51.11,95.94
-1616,-1616-11-02,17,T,76.4,-23.44,-43.56,3.9,111.9,-31.10,18.36,-29.81,26.86,5.0,114.2,-0.37,-91.65,1.51,-99.25
-1615,-1615-10-22,27,T,63.3,19.16,105.19,2.8,25.3,8.16,149.78,8.81,159.56,4.4,15.0,42.31,48.03,43.16,42.60
-1613,-1613-03-08,4,T,25.4,50.83,155.74,1.2,159.5,75.07,-153.13,75.07,-153.13,3.3,178.0,45.90,122.69,46.72,116.31
-1612,-1612-02-26,14,T,79.2,-3.74,-74.19,3.8,170.1,20.46,-25.09,22.84,-17.34,4.3,172.3,-5.77,-124.72,-3.91,-132.87
-1609,-1609-06-20,11,T,43.9,-22.23,70.36,2.4,173.6,-26.25,108.46,-29.15,115.49,2.2,158.1,-49.19,27.58,-51.10,24.05
-1604,-1604-03-27,23,T,69.0,15.25,49.20,3.6,158.3,49.21,109.07,50.03,116.29,4.0,174.1,-8.34,6.78,-8.63,-2.52
-1602,-1602-07-31,10,T,18.8,75.50,172.55,1.7,48.8,54.65,175.66,51.32,-179.15,,,,,,
-1601,-1601-07-21,20,T,78.7,34.37,-157.12,2.2,186.0,5.30,-105.89,0.91,-96.95,4.9,184.0,24.83,136.67,22.44,131.12
-1600,-1600-07-10,30,T,57.4,-8.56,-56.70,4.0,178.2,-31.34,-11.68,-33.49,-7.42,0.8,181.3,-19.41,-100.39,-23.46,-109.29
-1599,-1599-11-23,7,T,24.4,-77.95,1.29,0.1,27.6,-67.98,-174.29,-67.98,-174.29,3.3,37.0,-55.00,-37.41,-52.89,-42.19
-1598,-1598-11-13,17,T,76.4,-27.51,-178.18,3.8,107.9,-29.26,-114.77,-27.33,-106.54,1.2,108.2,-3.20,131.89,-0.08,121.62
-1595,-1595-03-18,4,T,17.0,60.83,24.27,,,,,,,1.7,184.6,54.34,-1.38,54.66,-10.07
-1594,-1594-03-08,14,T,76.4,2.70,164.01,1.6,174.9,26.57,-145.14,28.87,-135.06,1.9,179.6,-4.32,115.33,-2.62,104.28
-1591,-1591-07-01,11,T,37.7,-28.03,-43.94,3.8,155.9,-35.22,-7.61,-37.41,-2.81,2.0,143.3,-50.01,-84.01,-51.89,-87.32
-1590,-1590-12-14,26,T,62.1,-48.96,-108.06,3.1,8.5,-42.53,-21.16,-40.26,-15.67,2.7,16.6,-17.17,-158.69,-13.20,-166.83
-1587,-1587-04-18,13,T,61.1,-19.91,165.71,3.2,19.7,0.51,-155.64,0.40,-145.70,4.1,15.6,-56.11,105.17,-56.74,101.00
-1586,-1586-04-08,23,T,73.0,16.00,-64.59,4.7,172.3,46.38,-2.36,46.64,3.77,4.6,184.5,-11.58,-108.17,-12.46,-116.23
-1584,-1584-08-11,10,T,7.9,68.00,75.39,1.3,47.6,61.38,70.02,68.52,105.91,,,,,,
-1583,-1583-07-31,20,T,75.6,35.69,86.40,5.4,177.1,3.73,135.62,0.85,141.53,5.1,176.2,31.84,15.74,29.60,9.94
-1582,-1582-07-21,30,T,61.3,-5.01,-173.87,5.1,159.8,-31.87,-128.81,-33.83,-124.98,5.0,164.1,-11.68,142.00,-14.16,136.15
-1581,-1581-12-05,7,T,24.7,-82.29,-132.66,3.1,38.8,-65.74,44.61,-65.74,44.61,3.4,43.6,-56.69,-177.88,-54.93,178.72
-1580,-1580-11-23,17,T,76.5,-31.07,47.64,5.5,104.8,-26.32,112.06,-24.60,117.60,5.1,105.7,-6.68,-4.27,-4.31,-10.54
-1576,-1576-03-18,14,T,73.0,9.83,43.85,4.8,177.9,32.49,97.65,33.56,104.19,4.7,182.1,-1.48,-3.88,-0.96,-11.74
-1573,-1573-07-12,11,T,30.9,-35.13,-160.04,2.9,132.4,-45.08,-125.11,-47.07,-121.15,3.8,123.4,-52.14,162.30,-52.14,162.30
-1572,-1572-12-24,26,T,62.5,-50.44,125.48,2.4,24.3,-38.25,-153.83,-34.96,-146.55,5.1,30.6,-21.03,69.48,-18.09,63.74
-1569,-1569-04-29,13,T,56.1,-20.68,59.22,3.6,40.0,-4.75,96.72,-5.54,106.00,1.5,32.7,-58.44,1.90,-59.87,-4.80
-1568,-1568-04-18,23,T,77.2,16.58,-176.48,4.5,183.3,42.27,-112.34,42.05,-106.44,4.9,195.5,-14.19,139.76,-15.70,131.75
-1567,-1567-04-08,33,T,17.7,57.02,-125.19,,,,,,,0.9,199.0,45.17,-137.72,78.25,-166.48
-1565,-1565-08-12,20,T,72.8,35.76,-31.70,3.6,169.7,2.45,14.68,-1.10,22.66,4.7,163.6,37.68,-107.96,36.07,-112.80
-1564,-1564-07-31,30,T,64.7,-2.69,68.08,3.8,137.2,-33.61,114.34,-35.88,119.06,4.1,144.3,-4.77,23.26,-7.58,15.79
-1563,-1563-12-15,7,T,24.7,-86.72,103.43,2.3,49.1,-62.21,-92.67,-60.69,-90.23,3.2,51.0,-58.58,41.14,-57.43,39.20
-1562,-1562-12-05,17,T,76.4,-34.02,-85.53,3.3,105.3,-23.11,-22.42,-20.13,-14.61,4.6,104.7,-10.64,-140.14,-7.89,-146.65
-1558,-1558-03-30,14,T,69.3,17.51,-74.90,5.2,175.7,38.16,-15.79,38.57,-10.86,4.2,184.9,2.53,-120.72,2.38,-129.82
-1556,-1556-08-31,39,Tn,7.2,74.74,-51.10,0.5,118.6,67.76,-53.54,65.15,-48.42,,,,,,
-1555,-1555-07-22,11,T,23.2,-43.69,80.97,2.7,102.1,-56.37,114.78,-56.37,114.78,3.5,101.7,-54.94,47.99,-54.94,47.99
-1553,-1553-01-04,26,T,63.2,-50.55,0.35,1.0,41.3,-33.66,73.86,-29.25,83.29,2.9,45.2,-24.58,-61.58,-20.99,-68.85
-1551,-1551-05-10,13,T,50.7,-22.39,-47.53,3.4,58.5,-10.99,-11.39,-12.46,-2.25,2.6,46.0,-60.88,-103.22,-60.88,-103.22
-1550,-1550-04-29,23,T,81.5,17.02,71.94,4.1,196.4,37.31,134.83,36.47,142.44,4.9,201.8,-16.34,26.85,-18.14,19.87
-1549,-1549-04-19,33,T,27.6,55.02,130.38,,,,,,,3.4,198.6,36.10,108.88,33.87,100.42
-1547,-1547-08-22,20,T,70.5,34.58,-152.71,5.4,162.4,1.07,-108.95,-1.74,-102.07,4.7,155.0,43.40,128.84,41.98,123.51
-1546,-1546-08-12,30,T,67.6,-1.66,-51.48,3.0,115.2,-35.61,-4.12,-38.01,1.44,3.7,121.7,1.04,-97.56,-1.50,-105.47
-1545,-1545-12-26,7,T,24.1,-88.04,94.19,2.8,59.9,-58.64,132.55,-57.33,134.55,2.3,60.7,-61.51,-99.19,-59.98,-101.39
-1544,-1544-12-15,17,T,76.3,-36.26,142.50,5.1,107.9,-19.57,-156.80,-16.75,-150.38,2.8,107.3,-15.38,85.30,-11.41,76.51
-1540,-1540-04-09,14,T,65.1,25.66,167.70,4.5,173.2,43.18,-127.34,43.20,-121.69,5.2,180.6,7.62,121.81,6.90,114.55
-1538,-1538-09-11,39,T,15.3,73.41,136.98,2.5,120.0,59.80,155.93,57.99,161.88,,,,,,
-1537,-1537-08-03,11,T,13.0,-55.12,-42.29,,,,,,,2.4,76.1,-60.48,-66.25,-60.48,-66.25
-1535,-1535-01-15,26,T,64.3,-49.00,-123.20,4.4,59.5,-28.61,-56.94,-25.50,-50.29,1.8,61.8,-27.92,170.29,-24.01,161.87
-1533,-1533-05-21,13,T,44.7,-25.31,-154.51,1.9,74.7,-18.26,-119.97,-20.66,-109.93,1.5,59.7,-62.26,154.67,-62.26,154.67
-1532,-1532-05-10,23,T,85.8,16.99,-38.68,5.6,206.3,31.50,22.69,30.41,28.79,1.3,210.3,-17.48,-83.63,-20.84,-94.51
-1531,-1531-04-29,33,T,35.4,54.17,24.48,,,,,,,4.2,194.9,30.01,-3.33,27.52,-11.07
-1529,-1529-09-02,20,T,68.4,32.46,83.81,3.7,152.4,-0.64,126.51,-3.31,134.60,2.1,143.9,47.95,3.85,46.32,-4.16
-1528,-1528-08-22,30,T,70.0,-1.83,-172.62,4.8,95.0,-37.29,-124.96,-39.10,-120.29,4.4,99.1,6.04,140.76,4.11,133.04
-1526,-1526-01-06,7,T,22.9,-83.56,-12.61,2.1,72.5,-56.36,-1.12,-54.02,2.45,,,,,,
-1526,-1526-12-26,17,T,75.9,-37.72,12.05,4.4,110.0,-15.53,70.34,-12.38,76.91,2.2,107.4,-19.62,-50.01,-15.86,-58.18
-1524,-1524-06-09,32,T,54.6,-13.99,66.80,3.0,14.7,-23.80,109.35,-26.65,116.39,4.5,17.4,-33.88,22.13,-35.62,18.22
-1522,-1522-04-20,14,T,60.5,34.17,51.49,2.4,166.2,47.54,124.59,46.92,132.21,2.7,175.5,13.80,5.66,12.14,-4.14
-1520,-1520-09-22,39,T,19.2,68.31,-11.91,1.0,119.1,54.72,15.65,52.97,25.27,,,,,,
-1517,-1517-01-26,26,T,65.7,-46.04,113.55,4.4,77.7,-23.07,173.92,-20.17,-179.58,3.0,80.3,-30.96,44.51,-27.62,36.56
-1515,-1515-05-31,13,T,38.2,-29.50,97.20,3.9,86.8,-26.59,130.54,-28.56,137.10,,,,,,
-1514,-1514-05-21,23,T,89.9,16.46,-149.59,4.7,215.7,25.21,-90.89,23.33,-83.39,5.1,212.5,-18.66,163.72,-20.80,158.17
-1513,-1513-05-11,33,T,42.0,53.89,-81.66,,,,,,,3.8,188.6,25.54,-115.46,22.75,-123.07
-1511,-1511-09-13,20,T,66.8,29.58,-42.58,3.9,146.7,-1.61,-1.82,-3.99,7.15,4.5,134.0,51.50,-121.60,51.06,-125.43
-1510,-1510-09-02,30,T,72.0,-3.16,64.08,3.7,72.6,-39.63,114.11,-41.39,119.87,5.0,76.8,9.93,17.53,8.64,9.97
-1508,-1508-01-17,7,T,20.6,-78.87,-137.21,2.3,86.5,-55.29,-132.40,-52.50,-128.20,1.2,80.3,-66.59,-26.01,-66.59,-26.01
-1507,-1507-01-06,17,T,75.3,-38.42,-116.59,4.9,114.4,-11.75,-61.53,-8.67,-55.36,2.4,111.6,-24.76,177.50,-21.01,169.22
-1506,-1506-06-21,32,T,59.9,-7.18,-42.87,1.2,23.7,-22.17,1.02,-26.05,9.63,4.0,28.5,-24.52,-87.21,-27.02,-92.62
-1504,-1504-05-01,14,T,55.5,43.04,-63.47,1.0,157.8,51.22,18.66,49.72,27.86,1.0,166.2,20.85,-110.78,18.22,-121.91
-1502,-1502-10-03,39,T,21.6,63.15,-153.63,2.7,118.6,51.21,-123.46,50.33,-115.64,,,,,,
-1499,-1499-02-05,26,T,67.5,-41.67,-8.74,4.2,98.7,-17.74,45.87,-14.59,53.55,4.7,98.1,-32.71,-79.15,-30.61,-85.03
-1497,-1497-06-11,13,T,30.8,-35.39,-12.19,3.9,97.1,-35.89,18.63,-37.79,23.90,1.9,85.7,-62.58,-48.75,-62.58,-48.75
-1496,-1496-05-31,23,Tm,85.5,15.15,99.67,2.1,222.1,18.30,155.50,15.07,165.53,4.1,216.0,-19.00,52.40,-21.58,46.41
-1495,-1495-05-21,33,T,48.0,53.58,172.94,3.7,166.9,62.25,-65.43,62.25,-65.43,1.9,181.7,22.48,133.69,18.73,124.35
-1493,-1493-09-24,20,T,65.6,26.18,-171.51,4.9,137.2,-2.83,-130.41,-4.22,-122.98,5.0,126.3,53.89,114.38,53.77,110.56
-1492,-1492-09-13,30,T,73.5,-5.43,-61.04,4.2,51.9,-41.41,-8.83,-42.73,-3.14,3.1,53.6,12.63,-107.72,11.73,-116.75
-1490,-1490-01-27,7,T,17.0,-74.13,99.04,2.3,100.4,-55.59,99.58,-52.58,104.04,,,,,,
-1489,-1489-01-17,17,T,74.3,-38.36,116.40,1.6,119.8,-8.32,167.94,-3.78,177.29,3.6,114.3,-29.63,45.68,-26.89,39.23
-1488,-1488-07-01,32,T,64.7,-1.54,-153.38,4.3,29.4,-21.70,-108.37,-24.26,-103.14,3.0,36.6,-15.68,161.76,-18.96,154.68
-1486,-1486-05-12,14,T,50.1,52.15,-177.75,4.2,146.5,54.02,-84.87,53.22,-81.48,2.3,153.2,28.46,131.59,25.72,122.73
-1484,-1484-10-13,39,T,22.8,58.64,66.46,2.2,117.4,48.98,97.84,48.82,106.30,,,,,,
-1481,-1481-02-17,26,T,69.7,-36.32,-130.98,4.2,118.7,-11.98,-79.84,-9.21,-72.09,3.8,117.0,-33.72,159.41,-31.78,152.62
-1479,-1479-06-22,13,T,21.9,-43.61,-123.59,1.0,102.1,-46.78,-96.29,-49.47,-90.33,,,,,,
-1478,-1478-06-11,23,T,81.2,13.18,-12.39,5.2,224.3,10.89,41.15,8.50,47.55,5.2,220.2,-18.50,-59.51,-21.01,-64.78
-1477,-1477-06-01,33,T,53.5,52.87,67.75,4.2,165.3,54.89,173.24,53.71,176.57,4.8,174.1,20.59,23.29,17.52,16.71
-1475,-1475-10-04,20,T,64.7,22.43,57.03,3.1,131.3,-3.41,97.85,-4.35,107.57,5.3,119.3,54.55,-10.85,54.74,-14.57
-1474,-1474-09-24,30,T,74.7,-8.51,171.94,3.9,31.4,-42.88,-132.48,-43.80,-126.34,0.4,33.3,14.16,126.85,13.82,114.19
-1472,-1472-02-08,7,T,10.0,-68.62,-17.27,1.7,114.1,-59.32,-21.20,-55.90,-17.13,,,,,,
-1471,-1471-01-27,17,T,72.9,-37.67,-8.74,5.0,124.7,-5.08,40.08,-2.19,46.13,3.2,119.5,-35.05,-83.00,-32.32,-90.19
-1470,-1470-07-12,32,T,68.9,2.87,94.98,5.3,34.4,-21.73,140.02,-24.18,144.86,2.8,42.9,-7.29,49.28,-10.96,41.09
-1468,-1468-05-22,14,T,44.0,61.59,68.69,3.0,133.2,56.09,173.69,54.87,177.45,2.7,140.5,37.16,13.88,33.97,5.46
-1466,-1466-10-25,39,T,23.6,54.69,-73.02,3.5,116.5,47.76,-40.99,48.13,-34.81,,,,,,
-1463,-1463-02-27,26,T,72.4,-30.08,107.84,4.7,139.1,-6.26,156.63,-4.02,164.18,3.8,136.4,-33.64,40.96,-32.16,33.90
-1461,-1461-07-03,13,Ts,6.2,-59.17,124.82,1.5,100.3,-61.75,136.95,-61.75,136.95,,,,,,
-1460,-1460-06-22,23,T,77.0,10.41,-125.39,5.2,225.0,3.31,-74.48,0.72,-68.30,5.1,220.9,-17.98,-172.69,-20.57,-177.88
-1459,-1459-06-11,33,T,58.5,51.49,-37.79,4.9,157.6,46.51,56.25,45.44,58.91,0.4,163.4,19.23,-87.90,14.55,-97.94
-1457,-1457-10-16,20,T,64.2,18.57,-76.25,4.4,125.5,-3.58,-35.20,-3.77,-26.46,1.9,108.8,54.05,-140.98,54.72,-147.25
-1453,-1453-02-08,17,T,71.1,-36.48,-132.02,5.1,132.8,-3.16,-86.81,-0.06,-79.85,4.7,123.3,-40.24,150.02,-38.66,145.03
-1452,-1452-07-22,32,T,72.7,5.96,-18.37,4.9,36.4,-22.75,27.00,-25.33,32.16,2.9,45.3,0.03,-66.05,-3.39,-74.31
-1450,-1450-06-02,14,T,37.2,71.43,-44.59,4.1,121.2,58.60,71.62,57.50,74.26,3.8,123.0,45.73,-107.90,43.41,-113.11
-1449,-1449-11-15,29,T,75.0,-0.75,-7.98,3.8,18.9,-0.88,40.77,1.21,48.91,3.5,21.7,23.21,-56.21,25.80,-64.05
-1448,-1448-11-04,39,T,23.7,51.52,147.11,2.4,116.5,47.67,179.32,48.80,-173.53,,,,,,
-1445,-1445-03-10,26,T,75.3,-23.23,-12.60,4.6,158.9,-0.61,35.24,1.15,43.05,3.8,158.8,-32.48,-74.37,-31.37,-83.05
-1444,-1444-02-28,36,T,16.0,-75.53,169.13,2.6,148.1,-60.29,-173.43,-58.14,-167.71,,,,,,
-1442,-1442-07-03,23,T,73.0,6.93,119.91,4.3,222.8,-4.48,168.75,-7.42,175.31,3.4,222.0,-17.04,73.20,-20.66,65.92
-1441,-1441-06-23,33,T,63.2,49.29,-144.48,4.0,150.0,38.72,-61.77,36.63,-57.03,4.2,152.4,18.85,160.82,15.71,154.57
-1439,-1439-10-26,20,T,63.9,14.81,149.22,4.2,120.1,-3.20,-168.93,-2.61,-160.08,3.4,104.2,51.81,91.07,52.72,86.56
-1435,-1435-02-18,17,T,68.8,-35.01,106.68,4.7,138.5,-1.52,149.90,1.28,157.13,4.7,129.0,-45.76,27.06,-44.41,21.55
-1434,-1434-08-03,32,T,76.0,7.83,-133.12,5.1,37.3,-24.09,-87.71,-26.59,-82.44,4.5,46.8,6.88,177.64,4.17,170.18
-1433,-1433-07-23,42,T,17.0,-48.33,-12.41,,,,,,,2.3,209.6,-50.09,-35.05,-51.96,-39.47
-1432,-1432-06-13,14,T,29.3,81.94,-159.83,2.1,104.3,60.02,-25.69,58.39,-22.69,1.4,104.4,54.46,125.19,51.78,119.97
