year,date,saros,type,ge_sun_alt,ge_lat,ge_lon,sunset_min_alt,sunset_max_dur_s,sunset_entry_lat,sunset_entry_lon,sunset_end_lat,sunset_end_lon,sunrise_min_alt,sunrise_max_dur_s,sunrise_entry_lat,sunrise_entry_lon,sunrise_end_lat,sunrise_end_lon
735,735-06-25,87,T,54.6,-11.87,101.63,0.5,241.7,-24.88,144.82,-29.19,154.22,3.1,237.5,-30.53,57.77,-33.54,51.57
736,736-06-13,97,T,79.9,33.49,-140.37,2.9,104.0,20.70,-78.37,17.28,-70.69,3.1,101.1,7.32,167.56,3.34,159.43
738,738-10-18,84,T,26.0,45.04,-154.43,2.8,100.0,35.32,-130.36,35.95,-122.06,,,,,,
740,740-04-01,99,T,62.4,29.81,71.40,4.3,32.1,56.65,149.22,56.43,153.48,2.2,46.4,1.22,33.00,-0.88,22.27
742,742-02-10,81,T,38.7,-56.20,162.76,1.3,45.0,-29.01,-165.76,-25.45,-155.56,,,,,,
743,743-07-25,96,Tm,85.2,23.72,-114.52,2.9,138.3,-10.01,-67.93,-13.26,-60.22,2.2,143.2,26.80,-177.24,23.86,173.65
744,744-07-14,106,T,49.2,-18.03,-17.47,4.3,228.4,-47.52,27.05,-48.86,29.69,3.1,244.9,-18.98,-56.78,-21.82,-64.57
746,746-11-17,93,T,76.9,-33.08,-97.28,4.1,91.4,-22.89,-34.90,-20.19,-27.63,3.9,95.4,-10.27,-150.61,-6.95,-158.60
747,747-11-07,103,T,63.3,8.89,32.02,2.6,113.2,11.99,77.76,14.69,86.65,4.4,106.5,31.58,-15.92,33.83,-22.01
749,749-03-23,80,T,26.3,60.58,68.03,,,,,,,3.4,81.0,46.90,33.51,45.97,26.12
750,750-03-12,90,T,80.7,7.04,-135.09,4.5,176.4,26.37,-81.46,27.02,-73.43,2.9,179.0,-8.67,175.25,-8.79,165.71
751,751-03-02,100,T,56.3,-37.76,-2.09,5.1,104.9,-18.03,43.61,-16.82,50.70,2.7,93.1,-51.57,-77.55,-51.01,-85.23
753,753-07-05,87,T,49.3,-18.10,-13.35,3.0,234.3,-33.95,29.44,-36.82,35.63,4.4,234.8,-31.64,-55.60,-34.01,-60.82
754,754-06-25,97,Tm,84.4,29.10,112.74,4.8,93.8,12.67,169.18,9.80,175.47,4.9,88.5,7.09,59.31,4.18,53.19
756,756-10-28,84,T,23.7,44.93,73.64,1.9,85.9,38.21,97.04,39.68,106.01,,,,,,
758,758-04-12,99,T,66.2,30.78,-40.39,5.0,53.0,51.57,38.41,51.13,41.85,1.2,65.8,-0.60,-80.93,-3.36,-91.71
760,760-02-21,81,T,36.0,-53.64,39.64,1.9,47.6,-29.45,67.66,-26.47,77.89,,,,,,
761,761-08-05,96,T,81.5,24.14,133.10,5.3,139.8,-10.03,178.11,-12.46,-175.60,3.3,140.4,33.06,66.71,31.15,59.30
762,762-07-25,106,T,54.2,-14.85,-132.82,5.2,212.0,-48.71,-83.98,-48.71,-83.98,0.2,234.3,-11.54,-173.25,-15.11,175.36
764,764-11-28,93,T,76.7,-35.45,131.88,2.2,90.8,-19.09,-166.86,-15.55,-158.54,1.1,94.8,-14.55,75.00,-10.12,64.91
765,765-11-17,103,T,63.7,5.98,-101.24,5.2,103.0,14.25,-55.52,16.49,-49.49,4.5,97.0,26.89,-148.05,29.26,-153.71
767,767-04-03,80,T,19.0,69.25,-66.99,,,,,,,0.8,94.7,55.60,-93.49,53.43,-104.25
768,768-03-23,90,T,78.1,13.87,102.05,5.5,184.1,29.96,159.70,29.96,165.83,2.8,191.4,-4.87,54.42,-5.88,43.94
769,769-03-12,100,T,58.8,-31.10,-125.99,2.5,111.3,-14.04,-81.28,-13.22,-71.29,3.9,98.9,-49.14,166.31,-49.21,159.85
771,771-07-16,87,T,43.7,-25.17,-129.77,2.1,219.9,-43.68,-85.91,-46.25,-80.17,3.8,225.2,-33.92,-170.81,-36.09,-176.21
772,772-07-05,97,T,88.7,23.89,4.93,2.2,80.8,4.65,56.97,0.63,65.95,5.1,74.9,7.00,-48.47,4.31,-54.54
774,774-11-08,84,T,22.0,45.01,-60.44,2.4,71.2,41.09,-37.06,42.91,-29.50,,,,,,
776,776-04-22,99,T,70.2,31.37,-150.80,1.2,74.6,45.96,-75.39,43.71,-64.69,3.7,83.9,-1.80,166.72,-4.44,158.84
778,778-03-03,81,T,32.4,-51.94,-81.27,3.7,49.7,-31.23,-56.15,-29.17,-47.66,,,,,,
779,779-08-16,96,T,78.1,23.55,18.34,3.9,140.0,-9.99,62.00,-12.65,70.31,3.9,139.3,38.80,-48.99,37.42,-56.60
780,780-08-05,106,T,58.5,-13.02,110.86,4.7,203.3,-48.35,160.23,-49.49,163.21,3.6,221.5,-5.12,69.52,-7.18,60.74
782,782-12-09,93,T,76.6,-36.71,0.72,4.8,94.4,-15.26,58.72,-12.25,65.11,5.1,96.6,-18.99,-59.76,-16.10,-66.07
783,783-11-29,103,T,63.8,3.93,124.91,4.6,94.2,17.30,170.34,20.06,176.73,1.6,89.8,22.03,79.07,25.88,70.40
785,785-04-13,80,Tn,3.0,72.75,113.45,,,,,,,0.5,99.9,72.61,113.76,73.81,99.66
786,786-04-03,90,T,75.1,20.97,-19.27,3.7,193.8,32.93,41.44,32.20,50.43,4.8,197.4,-0.21,-67.09,-1.61,-74.91
787,787-03-24,100,T,61.7,-24.18,111.90,4.4,117.3,-10.29,156.09,-10.21,164.68,2.9,102.0,-45.33,49.80,-45.90,42.86
789,789-07-27,87,T,37.8,-32.93,111.67,4.0,199.6,-54.11,158.59,-54.11,158.59,3.5,211.7,-37.12,72.22,-38.95,66.74
790,790-07-16,97,T,87.1,18.03,-104.14,3.5,64.5,-3.29,-55.19,-6.74,-47.10,4.7,57.8,6.50,-157.05,4.00,-163.41
792,792-11-19,84,T,20.9,45.21,163.79,3.2,56.4,44.15,-171.85,45.79,-166.72,,,,,,
794,794-05-04,99,T,74.4,31.23,100.59,1.9,92.4,39.18,173.39,36.74,-177.79,3.7,101.6,-2.45,56.48,-5.58,48.53
795,795-04-23,109,Tn,8.5,65.17,130.69,,,,,,,0.9,174.3,59.33,132.27,54.57,125.72
796,796-03-14,81,T,27.7,-51.42,160.36,1.8,51.0,-34.75,-177.69,-33.14,-167.23,,,,,,
797,797-08-26,96,T,75.1,22.24,-98.38,5.1,139.0,-9.75,-55.55,-11.71,-47.98,1.6,135.6,43.43,-166.14,42.21,-176.60
798,798-08-16,106,T,62.3,-12.36,-6.50,2.2,185.6,-49.49,47.85,-50.91,52.88,5.2,204.3,0.17,-49.33,-0.95,-56.45
800,800-12-19,93,T,76.5,-36.99,-130.04,5.0,98.5,-11.01,-75.20,-7.99,-69.08,1.8,98.7,-23.22,165.17,-19.30,156.41
801,801-12-09,103,T,64.0,2.67,-9.01,1.8,85.9,21.14,36.41,25.09,44.82,4.4,84.5,17.16,-54.14,20.09,-60.54
804,804-04-13,90,T,71.7,28.32,-138.53,4.8,196.7,35.25,-72.59,34.19,-65.92,3.8,201.3,5.42,172.77,3.37,164.48
805,805-04-03,100,T,65.0,-17.06,-8.07,3.0,119.9,-6.82,36.97,-7.59,46.64,2.9,107.6,-39.92,-63.33,-41.29,-71.72
807,807-08-07,87,T,31.5,-41.42,-9.38,2.8,181.1,-63.74,38.55,-63.74,38.55,0.5,195.2,-41.39,-46.15,-43.89,-55.60
808,808-07-27,97,T,83.1,11.68,145.35,2.5,44.7,-11.15,-167.15,-14.63,-158.04,5.3,38.7,5.73,93.77,3.70,87.67
810,810-11-30,84,T,20.0,45.73,27.15,3.3,43.5,47.40,52.06,48.99,56.05,,,,,,
812,812-05-14,99,T,78.7,30.34,-7.61,4.5,110.0,32.14,60.68,30.08,66.90,4.9,116.3,-2.95,-54.05,-5.70,-60.22
813,813-05-04,109,T,22.5,68.61,43.45,,,,,,,2.5,183.5,47.39,28.56,43.93,21.58
814,814-03-25,81,T,20.6,-52.92,46.68,2.0,50.5,-41.11,63.76,-40.17,73.24,,,,,,
815,815-09-07,96,T,72.4,20.28,142.07,2.2,137.3,-9.29,-175.55,-11.09,-164.85,4.2,131.2,46.82,75.27,46.62,68.79
816,816-08-26,106,T,65.5,-12.84,-125.67,3.0,171.6,-49.59,-68.10,-50.56,-63.48,3.7,189.5,4.44,-168.50,3.66,-177.80
818,818-12-31,93,T,76.3,-36.26,99.35,2.8,105.3,-6.92,150.57,-2.79,159.06,5.3,104.0,-27.72,31.29,-25.44,25.84
819,819-12-20,103,T,64.0,2.25,-143.04,5.2,77.7,25.89,-96.81,27.73,-93.10,4.4,79.2,12.81,171.66,15.62,165.35
822,822-04-25,90,T,67.9,35.80,104.20,2.9,197.8,36.90,175.23,35.01,-176.88,4.4,204.3,12.03,53.91,9.58,46.20
823,823-04-14,100,T,68.5,-9.91,-126.05,4.0,121.7,-3.81,-80.36,-5.22,-71.39,3.0,108.2,-33.80,-177.90,-35.60,174.53
825,825-08-17,87,T,24.5,-50.67,-134.09,,,,,,,1.6,176.4,-47.16,-166.12,-48.73,-175.27
826,826-08-07,97,T,79.3,5.05,33.13,2.1,22.5,-18.49,80.25,-21.71,90.08,2.8,16.9,4.52,-16.77,2.19,-25.60
828,828-12-10,84,T,19.2,46.58,-110.03,2.8,31.5,51.17,-84.02,52.69,-80.88,,,,,,
830,830-05-25,99,T,83.1,28.40,-114.87,4.9,125.0,24.39,-51.02,22.25,-45.43,3.8,130.3,-3.16,-163.18,-6.37,-170.00
831,831-05-15,109,T,31.3,69.63,-50.44,,,,,,,1.5,188.3,41.68,-81.26,37.81,-89.27
832,832-04-04,81,T,7.5,-58.40,-56.12,0.5,46.2,-55.72,-53.84,-68.03,-45.23,,,,,,
833,833-09-17,96,T,70.1,17.98,20.34,4.2,133.1,-8.54,63.41,-9.32,71.57,5.3,125.5,49.03,-44.67,49.19,-48.04
834,834-09-07,106,T,68.3,-14.21,113.56,5.0,159.0,-49.03,173.38,-49.53,176.84,3.1,172.3,7.50,70.48,7.42,60.50
837,837-01-10,93,T,75.9,-34.73,-30.69,3.8,112.9,-2.95,17.49,0.75,25.36,4.4,110.4,-32.12,-101.41,-29.80,-107.65
837,837-12-31,103,T,64.2,2.49,83.73,4.8,74.0,30.17,129.73,32.16,133.73,1.3,76.5,8.47,38.59,12.39,29.12
840,840-05-05,90,T,63.7,43.31,-10.98,3.8,198.8,38.31,63.64,36.16,70.56,2.9,203.1,19.16,-64.96,15.97,-73.60
841,841-04-25,100,T,72.3,-2.75,118.42,5.1,118.7,-1.40,165.90,-3.12,173.23,4.5,107.5,-26.74,69.06,-28.61,63.05
842,842-10-07,115,T,11.0,65.25,-84.35,1.6,78.9,60.71,-66.51,60.93,-58.61,,,,,,
843,843-08-29,87,T,16.0,-60.77,94.13,,,,,,,1.1,151.3,-55.53,69.19,-56.23,59.86
846,846-12-22,84,T,18.4,47.99,112.75,2.5,21.2,55.57,139.81,56.65,141.73,0.4,14.3,62.19,82.80,62.19,82.80
848,848-06-05,99,T,87.4,25.58,136.98,3.3,139.6,16.72,-164.13,13.54,-156.64,2.5,145.4,-2.55,88.19,-6.81,79.43
849,849-05-25,109,T,38.5,69.02,-145.34,3.6,180.3,60.91,-2.26,60.91,-2.26,3.2,192.1,38.28,168.89,35.10,162.70
851,851-09-28,96,T,68.2,15.38,-104.39,1.3,131.2,-7.30,-61.46,-7.32,-50.04,5.4,122.2,49.61,-164.96,50.03,-168.25
852,852-09-17,106,T,70.7,-16.33,-9.02,2.5,145.1,-48.12,53.82,-48.60,62.06,3.8,155.9,9.31,-51.73,10.05,-61.31
854,854-02-01,83,T,16.1,-67.79,141.98,2.4,12.6,-52.67,147.18,-49.22,153.44,,,,,,
855,855-01-22,93,T,75.3,-32.50,-160.29,3.5,121.7,0.76,-114.34,4.26,-106.15,3.2,118.3,-36.29,127.23,-33.90,119.65
856,856-01-11,103,T,64.5,3.38,-48.72,4.7,71.7,34.40,-2.64,36.45,1.67,4.9,75.9,4.33,-93.29,6.85,-100.32
858,858-05-16,90,T,59.1,50.73,-123.96,1.8,195.6,39.01,-45.66,35.93,-37.53,2.6,200.8,27.02,176.62,23.30,167.70
859,859-05-06,100,T,76.4,4.19,4.75,2.6,112.7,0.30,54.04,-2.47,63.00,4.3,105.5,-18.89,-42.84,-21.48,-49.82
860,860-10-18,115,T,16.3,58.51,133.98,2.0,80.5,55.07,159.93,56.04,166.93,,,,,,
865,865-01-01,84,T,17.3,50.05,-24.38,1.8,11.9,61.15,4.30,61.15,4.30,1.4,12.4,58.54,-51.61,60.03,-54.12
866,866-06-16,99,T,88.2,21.76,28.44,1.5,153.1,8.92,82.63,4.59,92.33,3.5,154.7,-2.82,-21.97,-6.23,-29.00
867,867-06-06,109,T,44.8,66.63,117.46,4.3,188.4,53.43,-129.80,52.19,-127.21,2.3,195.0,36.23,59.33,32.50,52.03
869,869-10-09,96,T,66.6,12.75,128.81,2.0,128.3,-5.64,172.06,-4.84,-177.31,0.6,118.6,48.76,72.60,50.67,62.32
870,870-09-28,106,T,72.6,-19.00,-133.38,5.0,132.1,-46.64,-68.34,-46.61,-62.43,5.1,138.0,10.01,-176.39,11.26,175.94
872,872-02-12,83,T,11.7,-64.86,18.55,0.5,30.0,-55.29,20.43,-50.95,29.17,,,,,,
873,873-02-01,93,T,74.5,-29.88,71.16,5.4,130.8,3.96,115.94,6.27,122.02,4.9,126.3,-40.14,-2.49,-38.89,-7.63
874,874-01-22,103,T,65.1,4.75,-179.82,3.2,70.0,38.65,-132.42,40.97,-126.88,4.7,74.8,0.80,135.46,2.95,128.20
876,876-05-27,90,T,54.1,57.90,125.87,4.4,193.8,40.17,-155.55,37.65,-149.80,1.9,193.7,34.84,56.89,31.05,48.48
877,877-05-16,100,T,80.6,10.85,-106.72,4.4,106.7,1.81,-56.79,-1.04,-49.16,5.2,99.2,-10.89,-154.67,-13.46,-160.82
878,878-10-29,115,T,19.3,53.47,-3.69,1.7,80.5,52.77,25.97,54.30,32.23,,,,,,
883,883-01-12,84,T,15.5,53.30,-160.95,0.8,6.1,66.48,-133.83,66.48,-133.83,2.1,8.3,58.32,172.79,59.30,170.67
884,884-06-26,99,Tm,83.9,17.15,-81.61,5.5,162.3,0.73,-30.52,-1.98,-24.58,1.7,166.5,-2.39,-131.56,-6.75,-140.98
885,885-06-16,109,T,50.5,62.64,16.38,4.7,194.2,45.37,107.51,43.40,111.63,4.3,196.2,34.88,-50.49,32.28,-55.62
887,887-10-20,96,T,65.4,10.18,-0.21,4.3,124.4,-3.52,43.94,-2.37,51.73,4.1,113.7,47.00,-53.91,48.01,-57.50
888,888-10-09,106,T,74.1,-22.08,100.43,4.2,116.3,-44.56,169.24,-44.01,175.41,5.3,122.1,9.39,57.65,11.21,50.15
891,891-02-12,93,T,73.2,-27.03,-56.25,4.2,143.4,5.88,-13.06,8.35,-5.08,3.7,135.8,-43.75,-129.61,-42.66,-135.96
892,892-02-02,103,T,65.9,6.58,50.34,4.2,70.8,41.98,98.80,43.90,104.10,4.8,74.8,-2.39,5.75,-0.75,-1.58
894,894-06-07,90,T,48.6,64.58,19.48,4.3,188.2,41.00,96.26,38.36,101.65,0.6,184.9,42.89,-63.91,38.84,-72.44
895,895-05-28,100,Tm,84.9,16.99,143.32,5.1,95.2,2.25,-165.27,-0.37,-159.15,2.7,90.5,-2.66,93.90,-6.48,85.26
896,896-11-08,115,T,21.2,49.46,-140.76,2.9,81.7,52.07,-109.53,53.33,-105.73,1.2,74.5,67.54,-176.72,67.54,-176.72
899,899-03-15,102,T,71.1,-18.34,31.75,3.7,39.3,-1.47,77.48,-0.91,86.76,4.1,39.2,-36.56,-26.93,-36.81,-34.16
901,901-01-23,84,T,12.6,57.79,61.99,,,,,,,1.0,6.1,59.43,39.03,61.05,34.46
902,902-07-08,99,T,79.6,11.74,167.13,3.3,167.4,-7.72,-143.48,-10.94,-136.20,1.3,173.7,-2.72,117.39,-6.89,107.59
903,903-06-27,109,T,55.8,57.45,-88.79,2.6,196.1,36.84,-12.17,33.66,-5.39,2.0,198.2,34.52,-159.58,30.55,-167.95
905,905-10-30,96,T,64.5,7.84,-130.99,4.6,122.2,-0.99,-86.64,0.68,-79.21,3.2,113.7,43.31,179.89,45.51,173.75
906,906-10-20,106,T,75.3,-25.29,-27.14,1.9,103.7,-41.93,42.91,-40.21,52.72,3.3,106.0,7.90,-70.67,10.53,-79.35
909,909-02-23,93,T,71.6,-24.21,177.80,3.8,155.0,7.08,-139.35,9.02,-131.00,5.1,148.2,-47.07,107.54,-46.58,101.67
910,910-02-12,103,T,67.2,8.60,-77.07,2.1,70.5,44.98,-25.21,47.06,-17.60,4.8,75.4,-5.31,-121.50,-4.21,-128.99
912,912-06-17,90,T,42.6,70.35,-81.20,4.5,181.5,42.27,-11.80,39.71,-6.97,1.4,175.4,51.23,173.40,48.09,167.18
913,913-06-07,100,T,89.4,22.60,35.51,1.5,83.8,2.79,86.90,-1.57,96.36,3.0,78.8,5.67,-16.78,1.86,-25.18
914,914-11-20,115,T,22.3,46.52,81.80,2.4,84.2,52.54,113.23,54.30,117.31,2.8,80.1,61.51,47.66,61.51,47.66
917,917-03-25,102,T,74.0,-11.41,-87.86,2.8,62.9,2.06,-41.16,1.81,-31.05,4.0,62.2,-32.50,-142.78,-33.28,-149.76
918,918-03-15,112,T,12.6,-68.42,94.39,1.2,158.3,-60.55,112.40,-59.47,122.23,,,,,,
919,919-02-03,84,T,6.4,65.18,-78.87,,,,,,,1.0,4.2,64.32,-91.14,65.32,-95.98
920,920-07-18,99,T,75.4,5.84,53.75,3.3,172.0,-15.64,101.77,-18.75,109.28,4.2,180.2,-3.16,5.14,-6.08,-2.64
921,921-07-08,109,T,60.7,51.41,162.71,4.2,199.5,29.21,-132.27,26.13,-125.45,3.1,195.0,33.64,89.53,30.78,82.94
923,923-11-11,96,T,64.0,5.76,96.51,4.8,120.7,1.89,140.99,4.03,148.21,3.0,111.7,39.54,48.88,41.98,43.07
924,924-10-30,106,T,76.1,-28.47,-155.90,5.0,89.3,-38.51,-84.00,-37.31,-79.03,5.3,91.1,5.48,159.35,7.81,153.21
927,927-03-06,93,T,69.7,-21.57,53.36,5.0,168.1,7.06,95.76,8.30,103.39,4.4,154.9,-49.60,-16.88,-49.54,-20.80
928,928-02-24,103,T,68.7,10.87,157.27,2.4,71.8,46.66,-147.67,48.17,-139.95,5.2,76.4,-7.77,113.31,-7.30,105.90
930,930-06-29,90,T,36.0,74.36,-173.19,2.8,174.1,44.41,-120.04,40.87,-113.53,3.8,163.1,58.82,45.29,58.82,45.29
931,931-06-18,100,T,86.2,27.34,-71.40,2.1,70.0,2.85,-20.55,-1.44,-11.65,5.4,64.4,13.79,-127.90,11.10,-133.88
932,932-11-30,115,T,23.0,44.32,-55.87,2.9,86.3,54.30,-23.81,55.41,-21.70,2.1,86.6,56.11,-88.31,57.58,-90.89
935,935-04-06,102,T,77.2,-4.29,154.35,4.7,84.5,5.15,-157.13,4.36,-149.29,4.0,86.3,-27.01,103.60,-28.56,95.54
936,936-03-25,112,T,21.3,-59.37,-48.51,3.4,180.8,-50.70,-18.82,-50.56,-11.59,,,,,,
938,938-07-29,99,T,71.5,-0.52,-61.46,3.1,173.5,-23.33,-13.66,-26.32,-5.58,4.0,181.6,-4.35,-109.24,-6.83,-117.20
939,939-07-19,109,T,65.1,44.88,51.09,4.8,197.5,21.28,109.15,18.60,115.53,5.2,194.5,33.63,-20.44,31.52,-26.03
941,941-11-21,96,T,63.6,4.22,-36.91,4.9,117.5,5.59,8.54,7.79,14.62,4.8,112.3,35.00,-83.01,37.04,-87.28
942,942-11-11,106,T,76.6,-31.35,74.58,2.7,78.5,-34.91,145.78,-32.43,153.56,3.0,79.5,1.97,28.74,5.57,20.26
945,945-03-16,93,T,67.2,-19.40,-68.98,4.2,182.6,5.75,-27.37,6.50,-18.28,2.7,168.8,-51.57,-133.44,-52.08,-141.91
946,946-03-06,103,T,70.8,13.10,34.45,3.3,73.5,46.95,92.83,47.82,99.94,5.1,77.2,-9.91,-9.20,-10.04,-16.76
947,947-08-19,118,T,17.2,-51.35,139.06,,,,,,,3.0,130.4,-44.32,122.87,-44.63,115.21
948,948-07-09,90,T,28.1,75.41,104.30,1.3,163.7,47.42,133.50,43.66,140.52,1.4,151.1,65.84,-90.90,65.84,-90.90
949,949-06-29,100,T,81.7,31.26,-176.77,3.2,54.7,2.92,-127.22,-1.00,-119.22,5.1,48.6,22.05,121.90,19.33,115.51
950,950-12-12,115,T,23.5,42.87,166.06,2.0,86.2,58.13,-159.88,58.13,-159.88,2.5,92.3,51.95,134.11,53.15,131.84
953,953-04-16,102,T,80.7,2.85,38.05,1.0,106.1,7.78,87.89,5.57,99.66,4.8,107.2,-20.78,-10.84,-22.69,-17.94
954,954-04-06,112,T,28.2,-50.26,-178.92,2.3,200.0,-43.37,-144.04,-44.13,-135.34,,,,,,
956,956-08-09,99,T,67.7,-7.16,-178.71,1.3,168.0,-31.20,-128.22,-33.87,-119.36,3.9,180.2,-6.04,134.46,-7.97,126.39
957,957-07-29,109,T,69.2,38.04,-62.96,5.3,193.3,13.86,-9.59,11.56,-3.46,3.8,188.0,32.84,-132.96,30.73,-139.69
959,959-12-03,96,T,63.4,3.28,-171.01,5.2,118.3,9.35,-125.83,11.76,-119.95,4.5,112.4,30.80,142.75,32.89,138.55
960,960-11-21,106,T,76.9,-33.78,-55.57,4.9,69.1,-31.08,13.74,-28.88,19.65,2.0,68.2,-1.89,-103.78,2.30,-112.90
963,963-03-28,93,T,64.3,-17.81,170.33,3.6,194.6,3.41,-148.09,3.39,-138.78,5.0,178.1,-52.95,109.21,-53.49,105.51
964,964-03-16,103,T,73.1,15.31,-86.28,2.9,74.2,45.96,-24.11,46.26,-16.65,3.4,78.7,-11.47,-129.09,-12.38,-138.95
965,965-08-29,118,T,25.6,-47.12,24.79,,,,,,,3.0,127.7,-35.61,2.30,-35.61,-6.47
966,966-07-20,90,T,17.8,72.41,23.04,2.5,154.0,53.91,27.70,50.66,32.95,,,,,,
967,967-07-10,100,T,77.3,34.07,78.03,4.6,38.2,2.98,125.49,-0.43,132.53,1.5,30.4,29.74,10.64,26.09,1.35
968,968-12-22,115,T,24.1,41.84,28.33,,,,,,,1.5,100.7,47.67,-2.49,49.90,-7.13
971,971-04-27,102,T,84.4,9.94,-76.51,3.3,122.5,9.70,-24.22,7.43,-15.47,4.5,124.5,-13.93,-125.12,-16.22,-132.04
972,972-04-16,112,T,34.5,-41.43,56.20,2.3,218.1,-37.48,93.61,-39.01,102.39,3.6,200.3,-65.20,2.05,-65.20,2.05
974,974-08-20,99,T,64.2,-13.95,61.90,5.2,163.6,-37.89,114.90,-39.04,119.53,4.4,176.0,-8.19,16.11,-9.43,8.37
975,975-08-10,109,T,72.9,31.04,-179.22,4.1,188.5,7.21,-129.31,4.69,-121.35,5.3,182.7,32.07,114.50,30.66,108.50
977,977-12-13,96,T,63.2,3.04,54.53,3.2,118.6,13.76,100.09,16.91,107.17,3.9,116.8,26.03,9.04,28.89,3.26
978,978-12-03,106,T,77.2,-35.43,174.48,4.6,60.1,-26.64,-118.24,-24.24,-112.52,3.7,59.8,-6.29,123.81,-2.44,115.97
981,981-04-07,93,T,60.8,-17.08,51.67,3.0,206.2,-0.25,92.89,-1.04,102.40,4.5,188.2,-53.68,-5.22,-54.54,-9.02
982,982-03-28,103,T,75.9,17.16,156.30,3.7,75.0,43.32,-139.36,43.10,-132.91,5.4,77.8,-12.85,113.28,-14.20,105.79
983,983-09-09,118,T,31.3,-45.75,-93.79,,,,,,,3.6,122.9,-30.17,-119.28,-29.51,-127.98
985,985-07-20,100,T,72.8,35.91,-26.63,1.8,19.8,3.23,18.39,-1.12,28.30,4.4,11.0,37.45,-99.72,35.30,-106.11
987,987-01-02,115,T,24.7,41.18,-108.87,,,,,,,3.0,111.8,43.44,-137.90,45.31,-142.56
989,989-05-08,102,T,88.4,16.77,170.25,4.1,138.3,11.20,-136.01,8.53,-127.86,0.8,140.5,-6.40,121.18,-10.36,110.59
990,990-04-27,112,T,40.3,-33.02,-65.24,4.3,231.3,-32.86,-25.67,-34.42,-19.44,1.3,214.8,-56.01,-115.69,-57.81,-121.00
992,992-08-30,99,T,61.0,-20.74,-59.69,4.8,157.0,-43.79,-2.64,-44.71,2.69,4.5,171.7,-10.77,-103.80,-11.41,-112.42
993,993-08-20,109,T,76.3,24.03,62.38,1.7,180.6,1.19,110.35,-1.49,121.35,2.9,174.1,30.72,0.04,29.20,-9.24
995,995-12-24,96,T,63.1,3.57,-80.08,5.2,120.7,18.42,-34.16,20.67,-29.26,3.3,119.7,22.22,-126.40,25.09,-132.51
996,996-12-13,106,T,77.2,-36.21,44.32,0.2,53.4,-22.29,108.32,-17.83,118.30,2.3,51.9,-10.57,-9.69,-6.29,-18.51
999,999-04-18,93,T,56.9,-17.27,-65.68,3.6,217.7,-5.01,-25.46,-6.40,-16.62,3.0,196.2,-54.13,-119.28,-55.47,-123.84
1000,1000-04-07,103,T,79.0,18.68,40.84,3.7,77.3,39.58,104.53,38.75,112.51,2.4,75.6,-13.88,-2.94,-16.15,-12.59
1001,1001-09-20,118,T,35.5,-46.10,144.88,,,,,,,3.6,116.8,-26.73,117.30,-25.38,108.30
1005,1005-01-13,115,T,25.8,40.72,115.07,,,,,,,3.2,122.4,39.76,86.86,41.59,81.25
1007,1007-05-19,102,Tm,87.5,23.26,58.55,1.0,148.9,11.93,114.11,7.92,124.46,1.9,152.7,1.43,7.44,-2.50,-1.96
1008,1008-05-08,112,T,45.9,-25.10,175.88,2.5,239.3,-29.41,-142.46,-31.95,-134.80,4.0,227.0,-46.65,128.26,-47.77,125.47
1010,1010-09-10,99,T,58.2,-27.47,176.69,0.3,146.1,-48.85,-119.03,-49.62,-108.59,4.4,162.4,-13.88,132.85,-13.81,124.20
1011,1011-08-31,109,T,79.2,17.11,-58.02,0.2,169.0,-4.18,-10.29,-6.26,2.33,3.8,162.9,28.75,-116.66,28.04,-125.22
1012,1012-08-20,119,T,18.8,73.01,143.59,2.8,18.1,57.03,169.59,55.23,175.56,,,,,,
1014,1014-01-04,96,T,62.8,5.03,145.97,3.5,124.0,23.44,-167.44,26.13,-161.39,4.5,128.4,18.16,100.64,20.93,94.20
1014,1014-12-24,106,T,77.4,-35.90,-85.29,4.3,49.2,-18.00,-25.38,-14.94,-18.69,4.5,45.5,-14.59,-142.78,-11.55,-149.24
1017,1017-04-29,93,T,52.4,-18.73,178.90,4.9,225.9,-11.08,-141.70,-12.62,-134.89,2.3,204.6,-54.20,129.12,-55.95,124.46
1018,1018-04-18,103,T,82.5,19.52,-71.69,4.7,76.3,34.62,-8.58,33.45,-1.91,3.6,74.0,-14.31,-115.40,-17.02,-124.01
1019,1019-10-01,118,T,38.6,-47.75,20.94,,,,,,,1.6,109.8,-24.92,-8.63,-22.69,-19.46
1023,1023-01-24,115,T,27.2,40.53,-19.69,,,,,,,3.4,133.1,36.34,-47.33,37.93,-53.77
1025,1025-05-29,102,T,83.3,29.22,-51.79,4.3,156.8,12.19,4.87,9.26,11.55,5.4,161.4,9.40,-106.53,6.67,-112.57
1026,1026-05-19,112,T,51.2,-17.79,58.87,4.4,242.4,-27.04,102.33,-29.11,107.57,2.9,235.0,-37.41,12.87,-39.65,7.68
1028,1028-09-21,99,T,55.7,-34.03,51.30,2.3,138.0,-52.30,121.85,-52.34,130.23,3.2,151.4,-17.28,6.94,-16.47,-2.51
1029,1029-09-11,109,T,81.8,10.44,179.61,1.4,155.5,-8.50,-132.20,-9.58,-120.45,1.7,147.6,26.25,123.56,26.14,113.34
1032,1032-01-15,96,T,62.4,7.36,12.51,3.7,130.0,28.26,59.53,30.83,65.72,1.4,135.3,15.36,-32.86,19.00,-42.69
