date,type,duration_hms,duration_seconds,latitude,longitude,latitude_numeric,longitude_numeric,saros_cycle,gamma,magnitude,path_width_km
-1905-11-18,Annular,00:04:36,276,23.9S,63.9W,-23.89672000,-63.87445000,12,-.16526000,.95588000,162.90000000
-1904-05-12,Total,00:04:39,279,36.6N,99.2E,36.56188000,99.24860000,17,.44409000,1.06130000,223.20000000
-1904-11-06,Annular,00:07:10,430,59.4S,138.0W,-59.38137000,-137.99237000,22,-.87271000,.91182000,679.70000000
-1903-04-03,Partial,,,60.6S,57.2E,-60.61591000,57.24670000,-11,-1.33690000,.37235000,.00000000
-1903-05-02,Partial,,,61.0N,111.5E,60.99847000,111.50751000,27,1.16807000,.69932000,.00000000
-1903-09-26,Partial,,,60.7N,68.9W,60.71981000,-68.89215000,-6,1.45854000,.17772000,.00000000
-1903-10-26,Partial,,,60.7S,174.7W,-60.69909000,-174.66919000,32,-1.52752000,.07112000,.00000000
-1902-03-23,Total,00:01:07,67,39.4S,136.0E,-39.38357000,136.03833000,-1,-.63707000,1.01404000,61.50000000
-1902-09-15,Hybrid,00:00:20,20,46.6N,101.3E,46.64540000,101.31238000,4,.69249000,1.00442000,20.90000000
-1901-03-13,Annular,00:04:09,249,3.6S,1.2W,-3.58663000,-1.23303000,9,.12165000,.96229000,137.40000000
-1901-09-05,Total,00:04:33,273,12.0N,140.2W,11.97121000,-140.18280000,14,-.02787000,1.05374000,177.70000000
-1900-03-01,Annular,00:07:09,429,41.1N,42.9W,41.05902000,-42.88892000,19,.87479000,.93024000,522.60000000
-1900-08-25,Total,00:03:56,236,26.4S,42.2W,-26.37768000,-42.15320000,24,-.72498000,1.04670000,221.90000000
-1899-01-19,Partial,,,64.2S,21.5W,-64.22484000,-21.51318000,-9,-1.28711000,.47060000,.00000000
-1899-07-16,Partial,,,65.0N,106.2E,64.95828000,106.21228000,-4,1.24019000,.55367000,.00000000
-1899-08-14,Partial,,,62.7S,84.8E,-62.70850000,84.83112000,34,-1.48626000,.10788000,.00000000
-1898-01-08,Total,00:01:53,113,55.5S,32.1E,-55.50306000,32.13617000,1,-.52607000,1.02483000,99.50000000
-1898-07-05,Annular,00:05:02,302,55.2N,111.5W,55.23279000,-111.46997000,6,.51876000,.94755000,226.20000000
-1898-12-29,Total,00:04:51,291,14.2S,154.8E,-14.21491000,154.83051000,11,.16651000,1.05124000,172.20000000
-1897-06-24,Annular,00:06:36,396,9.3N,121.0W,9.29502000,-120.95862000,16,-.23696000,.95193000,181.10000000
-1897-12-19,Total,00:01:35,95,36.5N,73.9W,36.45866000,-73.94116000,21,.85594000,1.01758000,116.90000000
-1896-06-12,Annular,00:01:29,89,59.4S,174.8W,-59.35107000,-174.83374000,26,-.98507000,.98214000,402.40000000
-1896-11-07,Partial,,,70.7S,124.5W,-70.73898000,-124.50299000,-7,-1.32517000,.40661000,.00000000
-1895-05-03,Total,00:04:00,240,64.4N,77.3E,64.40884000,77.31720000,-2,.85663000,1.06396000,406.80000000
-1895-10-28,Annular,00:08:57,537,48.0S,19.1W,-48.02430000,-19.09985000,3,-.67813000,.91297000,448.60000000
-1894-04-23,Total,00:06:45,405,12.5N,149.2W,12.48613000,-149.23022000,8,.11439000,1.07701000,250.60000000
-1894-10-16,Annular,00:07:51,471,2.5S,2.9E,-2.54719000,2.91418000,13,.00988000,.93750000,232.30000000
-1893-04-13,Total,00:02:36,156,36.7S,1.7W,-36.68970000,-1.72583000,18,-.65522000,1.03023000,134.20000000
-1893-10-06,Annular,00:01:11,71,43.4N,68.7W,43.42342000,-68.66394000,23,.70112000,.98645000,66.60000000
-1892-03-02,Partial,,,70.5N,11.7E,70.51158000,11.69147000,-10,1.35143000,.36092000,.00000000
-1892-04-01,Partial,,,71.5S,57.4W,-71.50613000,-57.44653000,28,-1.47633000,.13686000,.00000000
-1892-08-26,Partial,,,69.7S,171.7W,-69.69104000,-171.72888000,-5,-1.29263000,.45699000,.00000000
-1892-09-24,Partial,,,71.4N,171.6W,71.36998000,-171.58624000,33,1.34196000,.36516000,.00000000
-1891-02-19,Annular,00:08:31,511,22.4N,50.9E,22.41476000,50.85681000,0,.63805000,.93401000,317.70000000
-1891-08-16,Total,00:03:57,237,18.6S,21.6W,-18.64012000,-21.57593000,5,-.61767000,1.04116000,174.70000000
-1890-02-08,Annular,00:03:32,212,25.8S,24.5E,-25.80539000,24.48553000,10,-.10691000,.96901000,112.10000000
-1890-08-05,Annular,00:00:30,30,28.1N,161.0E,28.11697000,160.95697000,15,.11247000,.99525000,16.80000000
-1889-01-29,Total,00:00:54,54,76.7S,101.4W,-76.67856000,-101.40814000,20,-.81981000,1.01396000,84.50000000
-1889-07-25,Annular,00:04:01,241,86.2N,90.3E,86.20164000,90.31189000,25,.88888000,.94272000,469.60000000
-1889-12-20,Partial,,,64.0N,165.3W,63.97708000,-165.25171000,-8,1.17691000,.67614000,.00000000
-1888-01-18,Partial,,,66.7S,161.3W,-66.72569000,-161.27020000,30,-1.46739000,.12579000,.00000000
-1888-06-14,Partial,,,63.3S,25.4W,-63.28954000,-25.44568000,-3,-1.22763000,.57422000,.00000000
-1888-12-09,Hybrid,00:00:48,48,9.8N,44.3W,9.84261000,-44.32153000,2,.53197000,1.00786000,31.90000000
-1887-06-03,Hybrid,00:01:13,73,3.7S,149.8W,-3.73352000,-149.77136000,7,-.41256000,1.01147000,43.10000000
-1887-11-28,Annular,00:04:54,294,27.4S,169.8E,-27.44295000,169.84015000,12,-.16539000,.95369000,171.50000000
-1886-05-23,Total,00:04:59,299,36.1N,8.4W,36.12019000,-8.35974000,17,.36578000,1.06440000,225.80000000
-1886-11-17,Annular,00:07:03,423,63.5S,96.4E,-63.52987000,96.40924000,22,-.87095000,.91090000,687.70000000
-1885-04-14,Partial,,,60.7S,65.3W,-60.65419000,-65.30878000,-11,-1.40645000,.23869000,.00000000
-1885-05-13,Partial,,,61.4N,10.0W,61.39444000,-10.01318000,27,1.09515000,.84119000,.00000000
-1885-10-07,Partial,,,60.6N,159.9E,60.61406000,159.90247000,-6,1.46740000,.16239000,.00000000
-1885-11-06,Partial,,,61.1S,53.6E,-61.05043000,53.58252000,32,-1.52137000,.08100000,.00000000
-1884-04-03,Hybrid,00:00:56,56,39.5S,27.9E,-39.49856000,27.93347000,-1,-.70649000,1.01169000,55.60000000
-1884-09-26,Hybrid,00:00:21,21,43.1N,26.0W,43.09962000,-26.04663000,4,.70666000,1.00448000,21.60000000
-1883-03-23,Annular,00:04:04,244,3.0S,105.1W,-3.03447000,-105.10968000,9,.05341000,.96249000,135.90000000
-1883-09-15,Total,00:04:20,260,9.2N,91.9E,9.17649000,91.89526000,14,-.00503000,1.05179000,171.50000000
-1882-03-12,Annular,00:06:41,401,37.7N,145.4W,37.71709000,-145.36749000,19,.81120000,.93471000,401.90000000
-1882-09-05,Total,00:03:30,210,26.8S,169.2W,-26.79962000,-169.21442000,24,-.69722000,1.04226000,193.30000000
-1881-01-30,Partial,,,63.3S,150.3W,-63.33393000,-150.25586000,-9,-1.31176000,.42688000,.00000000
-1881-03-01,Partial,,,61.4N,157.8E,61.40313000,157.78467000,29,1.51272000,.07930000,.00000000
-1881-07-27,Partial,,,64.0N,13.3W,64.00616000,-13.26184000,-4,1.30155000,.44487000,.00000000
-1881-08-25,Partial,,,62.0S,43.2W,-62.01395000,-43.23401000,34,-1.45486000,.16716000,.00000000
-1880-01-20,Total,00:02:13,133,55.3S,88.9W,-55.28901000,-88.93707000,1,-.54438000,1.03007000,121.40000000
-1880-07-15,Annular,00:05:12,312,59.7N,154.2E,59.69814000,154.15076000,6,.59117000,.94303000,261.60000000
-1879-01-08,Total,00:05:01,301,15.2S,24.5E,-15.23349000,24.46405000,11,.15284000,1.05393000,180.40000000
-1879-07-04,Annular,00:06:28,388,14.7N,138.6E,14.74496000,138.58655000,16,-.15919000,.95163000,179.40000000
-1879-12-29,Total,00:01:36,96,34.7N,151.7E,34.66420000,151.70929000,21,.84951000,1.01753000,114.10000000
-1878-06-23,Annular,00:01:09,69,42.6S,71.0E,-42.58437000,71.03729000,26,-.90737000,.98809000,100.70000000
-1878-11-19,Partial,,,70.0S,97.0E,-69.96065000,96.99097000,-7,-1.32854000,.40119000,.00000000
-1877-05-15,Total,00:03:33,213,74.5N,60.5W,74.53416000,-60.52417000,-2,.92883000,1.06333000,569.80000000
-1877-11-08,Annular,00:08:43,523,52.8S,141.0W,-52.78803000,-140.95319000,3,-.68163000,.91217000,456.70000000
-1876-05-03,Total,00:06:34,394,20.7N,96.0E,20.69126000,95.99432000,8,.18855000,1.07626000,251.20000000
-1876-10-27,Annular,00:07:43,463,7.2S,121.6W,-7.19149000,-121.64227000,13,.00639000,.93840000,228.70000000
-1875-04-23,Total,00:02:42,162,27.8S,115.1W,-27.82255000,-115.07098000,18,-.58297000,1.02913000,120.40000000
-1875-10-16,Annular,00:01:07,67,38.6N,160.3E,38.60917000,160.32092000,23,.69409000,.98773000,59.60000000
-1874-03-14,Partial,,,71.1N,106.4W,71.10809000,-106.37006000,-10,1.41574000,.25059000,.00000000
-1874-04-12,Partial,,,71.5S,174.2W,-71.53461000,-174.23492000,28,-1.40660000,.25993000,.00000000
-1874-09-06,Partial,,,70.5S,48.6E,-70.45909000,48.64465000,-5,-1.31826000,.40828000,.00000000
-1874-10-06,Partial,,,71.6N,43.0E,71.58244000,43.00916000,33,1.32993000,.38778000,.00000000
-1873-03-03,Annular,00:07:32,452,29.6N,58.7W,29.58715000,-58.66315000,0,.69381000,.93724000,320.80000000
-1873-08-27,Total,00:03:15,195,23.9S,147.1W,-23.91802000,-147.13745000,5,-.65369000,1.03482000,154.20000000
-1872-02-20,Annular,00:02:49,169,20.3S,89.3W,-20.33951000,-89.26813000,10,-.06350000,.97535000,88.30000000
-1872-08-15,Annular,00:01:14,74,23.1N,46.6E,23.08805000,46.62195000,15,.06689000,.98869000,39.90000000
-1871-02-08,Total,00:01:24,84,70.3S,141.1E,-70.28802000,141.12628000,20,-.78580000,1.02103000,116.70000000
-1871-08-05,Annular,00:04:37,277,77.5N,4.6W,77.48080000,-4.60498000,25,.83272000,.93933000,410.40000000
-1871-12-30,Partial,,,65.0N,52.7E,64.96698000,52.65460000,-8,1.18693000,.65738000,.00000000
-1870-01-29,Partial,,,67.8S,60.4E,-67.75765000,60.43414000,30,-1.44248000,.17178000,.00000000
-1870-06-25,Partial,,,64.2S,135.4W,-64.17347000,-135.43915000,-3,-1.30307000,.44329000,.00000000
-1870-07-25,Partial,,,66.8N,151.8E,66.84843000,151.81647000,35,1.55997000,.00809000,.00000000
-1870-12-20,Hybrid,00:00:42,42,9.0N,176.3W,9.00463000,-176.28839000,2,.53793000,1.00664000,27.20000000
-1869-06-14,Hybrid,00:01:26,86,6.6S,103.4E,-6.61127000,103.41437000,7,-.48746000,1.01333000,52.20000000
-1869-12-09,Annular,00:05:11,311,30.1S,45.4E,-30.13315000,45.41150000,12,-.16232000,.95206000,177.80000000
-1868-06-03,Total,00:05:17,317,35.3N,116.9W,35.26406000,-116.85614000,17,.29004000,1.06666000,227.20000000
-1868-11-27,Annular,00:06:55,415,67.8S,27.5W,-67.78954000,-27.51208000,22,-.86782000,.91074000,685.70000000
-1867-04-24,Partial,,,60.8S,173.6E,-60.84248000,173.59192000,-11,-1.48016000,.09732000,.00000000
-1867-05-24,Partial,,,61.9N,131.3W,61.92599000,-131.30280000,27,1.02131000,.98444000,.00000000
-1867-10-18,Partial,,,60.7N,26.8E,60.67638000,26.81061000,-6,1.47091000,.15605000,.00000000
-1867-11-16,Partial,,,61.6S,78.8W,-61.56626000,-78.83783000,32,-1.51648000,.08844000,.00000000
-1866-04-14,Hybrid,00:00:41,41,40.8S,77.7W,-40.82474000,-77.74622000,-1,-.78183000,1.00841000,45.40000000
-1866-10-07,Hybrid,00:00:24,24,39.4N,156.4W,39.38461000,-156.41925000,4,.71477000,1.00502000,24.40000000
-1865-04-03,Annular,00:04:04,244,2.6S,153.4E,-2.56966000,153.42188000,9,-.02143000,.96225000,136.70000000
-1865-09-27,Total,00:04:09,249,5.6N,38.6W,5.62920000,-38.57727000,14,.01023000,1.05002000,165.90000000
-1864-03-22,Annular,00:06:12,372,35.4N,114.6E,35.44702000,114.62512000,19,.74037000,.93893000,326.10000000
-1864-09-15,Total,00:03:03,183,28.4S,61.8E,-28.40787000,61.84351000,24,-.67631000,1.03768000,168.30000000
-1863-02-10,Partial,,,62.6S,83.1E,-62.55486000,83.06848000,-9,-1.34289000,.37105000,.00000000
-1863-03-11,Partial,,,61.0N,41.3E,60.95627000,41.30402000,29,1.45110000,.18449000,.00000000
-1863-08-06,Partial,,,63.1N,133.9W,63.13015000,-133.93610000,-4,1.35689000,.34801000,.00000000
-1863-09-05,Partial,,,61.4S,173.0W,-61.44503000,-173.01428000,34,-1.43022000,.21357000,.00000000
-1862-01-30,Total,00:02:34,154,54.4S,151.5E,-54.36873000,151.50970000,1,-.56981000,1.03550000,145.20000000
-1862-07-26,Annular,00:05:24,324,62.4N,60.2E,62.41780000,60.17151000,6,.65699000,.93828000,304.30000000
-1861-01-20,Total,00:05:11,311,15.7S,104.1W,-15.67670000,-104.13782000,11,.13346000,1.05681000,188.90000000
-1861-07-15,Annular,00:06:18,378,19.0N,37.1E,18.98724000,37.06750000,16,-.08697000,.95104000,180.10000000
-1860-01-09,Total,00:01:39,99,33.0N,19.0E,33.02133000,19.01257000,21,.83906000,1.01781000,112.10000000
-1860-07-04,Annular,00:00:52,52,32.9S,40.2W,-32.88539000,-40.21704000,26,-.83386000,.99170000,53.00000000
-1860-11-29,Partial,,,69.0S,40.5W,-69.02747000,-40.54932000,-7,-1.33195000,.39566000,.00000000
-1859-05-25,Total,,,69.5N,100.9E,69.54281000,100.92664000,-2,1.00152000,1.02032000,.00000000
-1859-06-23,Partial,,,67.0S,142.0E,-67.00878000,142.00458000,36,-1.52385000,.01806000,.00000000
-1859-11-18,Annular,00:08:27,507,57.3S,98.3E,-57.28252000,98.25366000,3,-.68378000,.91207000,460.10000000
-1858-05-15,Total,00:06:15,375,28.8N,18.0W,28.79463000,-17.95239000,8,.26362000,1.07457000,250.50000000
-1858-11-07,Annular,00:07:30,450,11.5S,113.4E,-11.51072000,113.40082000,13,.00440000,.93998000,222.50000000
-1857-05-04,Total,00:02:41,161,19.3S,132.9E,-19.30264000,132.91235000,18,-.50941000,1.02722000,106.60000000
-1857-10-27,Annular,00:00:59,59,34.3N,28.1E,34.26241000,28.05145000,23,.69009000,.98950000,50.60000000
-1856-03-24,Partial,,,71.5N,137.2E,71.49046000,137.22626000,-10,1.48541000,.13089000,.00000000
-1856-04-22,Partial,,,71.3S,70.4E,-71.33253000,70.42047000,28,-1.33303000,.38949000,.00000000
-1856-09-17,Partial,,,71.1S,93.4W,-71.05253000,-93.37952000,-5,-1.33807000,.37091000,.00000000
-1856-10-16,Partial,,,71.5N,103.9W,71.52954000,-103.85052000,33,1.32228000,.40216000,.00000000
-1855-03-13,Annular,00:06:34,394,37.9N,167.3W,37.89146000,-167.25562000,0,.75662000,.94023000,334.70000000
-1855-09-06,Total,00:02:35,155,29.2S,85.1E,-29.17621000,85.09534000,5,-.68223000,1.02863000,131.70000000
-1854-03-02,Annular,00:02:05,125,13.9S,158.6E,-13.91287000,158.56812000,10,-.01126000,.98170000,65.00000000
-1854-08-27,Annular,00:01:59,119,17.9N,70.6W,17.92053000,-70.56439000,15,.03020000,.98222000,63.10000000
-1853-02-20,Total,00:01:57,117,63.0S,21.0E,-63.04351000,20.97943000,20,-.74404000,1.02817000,143.20000000
-1853-08-16,Annular,00:05:17,317,69.7N,111.7W,69.65395000,-111.71002000,25,.78405000,.93559000,388.40000000
-1852-01-11,Partial,,,66.0N,88.2W,66.00925000,-88.15594000,-8,1.20240000,.62830000,.00000000
-1852-02-09,Partial,,,68.7S,76.4W,-68.74250000,-76.37933000,30,-1.41113000,.23042000,.00000000
-1852-07-05,Partial,,,65.1S,112.5E,-65.12617000,112.51929000,-3,-1.37303000,.32178000,.00000000
-1852-08-04,Partial,,,67.9N,35.6E,67.87735000,35.61169000,35,1.50091000,.10912000,.00000000
-1852-12-30,Hybrid,00:00:38,38,9.2N,53.2E,9.22857000,53.19635000,2,.54835000,1.00585000,24.20000000
-1851-06-25,Hybrid,00:01:34,94,10.4S,5.0W,-10.35807000,-4.96460000,7,-.55982000,1.01446000,59.70000000
-1851-12-20,Annular,00:05:24,324,31.8S,77.5W,-31.83586000,-77.50311000,12,-.15662000,.95110000,181.50000000
-1850-06-14,Total,00:05:33,333,33.7N,133.8E,33.72809000,133.81873000,17,.21597000,1.06798000,227.10000000
-1850-12-09,Annular,00:06:47,407,72.0S,148.4W,-72.04285000,-148.43304000,22,-.86275000,.91130000,672.70000000
-1849-06-04,Total,00:03:25,205,71.4N,148.2E,71.40001000,148.15259000,27,.94881000,1.06602000,698.30000000
-1849-10-29,Partial,,,60.9N,107.9W,60.90794000,-107.86908000,-6,1.46998000,.15712000,.00000000
-1849-11-28,Partial,,,62.2S,148.2E,-62.23449000,148.23010000,32,-1.51213000,.09471000,.00000000
-1848-04-24,Hybrid,00:00:20,20,43.8S,178.6E,-43.84627000,178.61298000,-1,-.86054000,1.00423000,28.10000000
-1848-10-17,Hybrid,00:00:29,29,35.7N,71.0E,35.67878000,70.95642000,4,.71838000,1.00591000,28.70000000
-1847-04-13,Annular,00:04:09,249,2.3S,53.7E,-2.31881000,53.74469000,9,-.10108000,.96172000,139.30000000
-1847-10-07,Total,00:04:01,241,1.7N,170.8W,1.65861000,-170.80872000,14,.02089000,1.04846000,161.00000000
-1846-04-02,Annular,00:05:46,346,34.0N,16.8E,33.97221000,16.75604000,19,.66314000,.94282000,274.50000000
-1846-09-27,Total,00:02:38,158,31.0S,68.9W,-30.99887000,-68.89136000,24,-.66150000,1.03326000,146.60000000
-1845-02-21,Partial,,,61.9S,41.7W,-61.90463000,-41.66821000,-9,-1.38077000,.30237000,.00000000
-1845-03-22,Partial,,,60.7N,73.8W,60.65745000,-73.84436000,29,1.38382000,.30093000,.00000000
-1845-08-18,Partial,,,62.4N,103.9E,62.35263000,103.92499000,-4,1.40571000,.26377000,.00000000
-1845-09-16,Partial,,,61.0S,55.8E,-61.01898000,55.80890000,34,-1.41109000,.24947000,.00000000
-1844-02-10,Total,00:02:53,173,52.9S,33.0E,-52.94761000,33.04053000,1,-.60216000,1.04078000,170.40000000
-1844-08-06,Annular,00:05:37,337,63.3N,35.0W,63.31834000,-34.98962000,6,.71610000,.93355000,354.60000000
-1843-01-30,Total,00:05:19,319,15.7S,129.6E,-15.67055000,129.60992000,11,.10642000,1.05979000,197.60000000
-1843-07-26,Annular,00:06:09,369,21.9N,66.1W,21.89683000,-66.13678000,16,-.02159000,.95015000,182.90000000
-1842-01-20,Total,00:01:43,103,31.3N,110.9W,31.26561000,-110.88214000,21,.82118000,1.01851000,110.40000000
-1842-07-15,Annular,00:00:38,38,26.0S,152.4W,-26.02283000,-152.38177000,26,-.76677000,.99415000,31.90000000
-1842-12-11,Partial,,,68.0S,176.1W,-67.99500000,-176.12769000,-7,-1.33907000,.38381000,.00000000
-1841-06-05,Partial,,,68.7N,23.7W,68.65054000,-23.65027000,-2,1.07234000,.88341000,.00000000
-1841-07-04,Partial,,,66.0S,17.6E,-66.01143000,17.55524000,36,-1.45644000,.14607000,.00000000
-1841-11-30,Annular,00:08:08,488,61.4S,20.6W,-61.40987000,-20.59668000,3,-.68645000,.91270000,459.40000000
-1840-05-25,Total,00:05:50,350,36.8N,130.7W,36.75474000,-130.71216000,8,.34006000,1.07202000,248.90000000
-1840-11-18,Annular,00:07:13,433,15.3S,12.2W,-15.30670000,-12.17175000,13,.00479000,.94220000,213.80000000
-1839-05-14,Total,00:02:34,154,11.0S,22.7E,-11.01281000,22.73431000,18,-.43208000,1.02457000,92.30000000
-1839-11-07,Annular,00:00:48,48,30.5N,105.4W,30.50656000,-105.41882000,23,.68947000,.99172000,39.80000000
-1838-04-04,Partial,,,71.6N,23.0E,71.63718000,22.96161000,-10,1.56154000,.00002000,.00000000
-1838-05-04,Partial,,,70.9S,43.1W,-70.91341000,-43.08826000,28,-1.25473000,.52695000,.00000000
-1838-09-28,Partial,,,71.4S,122.1E,-71.42973000,122.08081000,-5,-1.35143000,.34594000,.00000000
-1838-10-27,Partial,,,71.2N,108.1E,71.21223000,108.05438000,33,1.31894000,.40844000,.00000000
-1837-03-24,Annular,00:05:39,339,47.3N,83.7E,47.28301000,83.70453000,0,.82441000,.94281000,369.20000000
-1837-09-18,Total,00:01:58,118,34.4S,44.4W,-34.43827000,-44.36682000,5,-.70495000,1.02264000,107.90000000
-1836-03-12,Annular,00:01:22,82,6.9S,46.8E,-6.89241000,46.81512000,10,.04558000,.98795000,42.50000000
-1836-09-06,Annular,00:02:45,165,12.6N,170.3E,12.57408000,170.27094000,15,-.00042000,.97591000,86.00000000
-1835-03-02,Total,00:02:34,154,55.3S,99.4W,-55.31145000,-99.41943000,20,-.69589000,1.03527000,165.10000000
-1835-08-26,Annular,00:06:00,360,62.4N,137.4E,62.36357000,137.40338000,25,.74219000,.93173000,381.30000000
-1834-01-21,Partial,,,67.1N,132.4E,67.06817000,132.39111000,-8,1.22391000,.58770000,.00000000
-1834-02-19,Partial,,,69.6S,148.2E,-69.63986000,148.19464000,30,-1.37350000,.30161000,.00000000
-1834-07-17,Partial,,,66.1S,2.3W,-66.12408000,-2.28320000,-3,-1.43600000,.21240000,.00000000
-1834-08-15,Partial,,,68.9N,83.8W,68.87669000,-83.82086000,35,1.44933000,.19705000,.00000000
-1833-01-11,Hybrid,00:00:34,34,10.7N,75.3W,10.66299000,-75.32056000,2,.56519000,1.00519000,21.80000000
-1833-07-06,Total,00:01:37,97,14.7S,116.4W,-14.68061000,-116.35193000,7,-.62532000,1.01507000,66.20000000
-1833-12-31,Annular,00:05:35,335,32.3S,161.7E,-32.26913000,161.72815000,12,-.14563000,.95060000,183.10000000
-1832-06-24,Total,00:05:46,346,31.5N,22.9E,31.49491000,22.88843000,17,.14561000,1.06853000,225.90000000
-1832-12-19,Annular,00:06:40,400,76.0S,97.1E,-75.95665000,97.09991000,22,-.85393000,.91262000,645.50000000
-1831-06-14,Total,00:03:40,220,74.3N,64.4E,74.31712000,64.37567000,27,.87840000,1.06666000,459.20000000
-1831-11-08,Partial,,,61.3N,116.5E,61.30489000,116.46979000,-6,1.46716000,.16118000,.00000000
-1831-12-08,Partial,,,63.0S,15.7E,-63.03563000,15.72931000,32,-1.50503000,.10530000,.00000000
-1830-05-05,Annular,00:00:08,8,50.0S,79.3E,-50.04420000,79.30518000,-1,-.94283000,.99835000,17.00000000
-1830-10-29,Hybrid,00:00:38,38,32.1N,63.4W,32.07710000,-63.43420000,4,.71805000,1.00743000,36.10000000
-1829-04-25,Annular,00:04:21,261,2.5S,44.3W,-2.52270000,-44.28735000,9,-.18550000,.96067000,144.70000000
-1829-10-18,Total,00:03:56,236,2.6S,55.4E,-2.57541000,55.44684000,14,.02693000,1.04724000,157.20000000
-1828-04-13,Annular,00:05:23,323,33.1N,79.3W,33.05230000,-79.32819000,19,.58082000,.94638000,237.30000000
-1828-10-07,Total,00:02:15,135,34.4S,158.7E,-34.42245000,158.72089000,24,-.65267000,1.02898000,127.10000000
-1827-03-03,Partial,,,61.4S,164.1W,-61.39626000,-164.10553000,-9,-1.42613000,.21929000,.00000000
-1827-04-02,Partial,,,60.5N,172.9E,60.51059000,172.91138000,29,1.30936000,.43142000,.00000000
-1827-08-28,Partial,,,61.7N,19.9W,61.69277000,-19.93420000,-4,1.44719000,.19333000,.00000000
-1827-09-26,Partial,,,60.7S,77.2W,-60.74902000,-77.15894000,34,-1.39881000,.27272000,.00000000
-1826-02-21,Total,00:03:11,191,51.3S,84.2W,-51.32211000,-84.19135000,1,-.64162000,1.04592000,198.00000000
-1826-08-17,Annular,00:05:53,353,62.6N,133.7W,62.61697000,-133.67627000,6,.76724000,.92886000,413.60000000
-1825-02-10,Total,00:05:25,325,15.2S,5.3E,-15.17648000,5.27985000,11,.07317000,1.06266000,205.90000000
-1825-08-06,Annular,00:06:01,361,23.4N,171.5W,23.41874000,-171.51941000,16,.03606000,.94914000,186.90000000
-1824-01-31,Total,00:01:47,107,29.8N,121.5E,29.75563000,121.49170000,21,.79812000,1.01938000,108.80000000
-1824-07-25,Annular,00:00:26,26,21.1S,94.4E,-21.05134000,94.39215000,26,-.70488000,.99595000,19.80000000
-1824-12-21,Partial,,,66.9S,49.9E,-66.91321000,49.88074000,-7,-1.34860000,.36786000,.00000000
-1823-06-15,Partial,,,67.7N,148.4W,67.68919000,-148.37030000,-2,1.14131000,.74976000,.00000000
-1823-07-15,Partial,,,65.0S,108.1W,-65.02533000,-108.08557000,36,-1.39348000,.26586000,.00000000
-1823-12-10,Annular,00:07:48,468,65.0S,136.2W,-65.02055000,-136.23334000,3,-.69179000,.91398000,456.20000000
-1822-06-05,Total,00:05:20,320,44.3N,117.3E,44.31118000,117.27966000,8,.41480000,1.06855000,245.90000000
-1822-11-29,Annular,00:06:49,409,18.6S,137.2W,-18.63724000,-137.22394000,13,.00359000,.94511000,202.40000000
-1821-05-26,Total,00:02:18,138,3.3S,86.7W,-3.27005000,-86.69025000,18,-.35546000,1.02122000,77.30000000
-1821-11-18,Annular,00:00:33,33,27.2N,120.9E,27.16483000,120.89325000,23,.68857000,.99453000,26.30000000
-1820-05-14,Partial,,,70.3S,155.6W,-70.30075000,-155.60559000,28,-1.17477000,.66670000,.00000000
-1820-10-08,Partial,,,71.6S,24.2W,-71.55843000,-24.21130000,-5,-1.36018000,.32977000,.00000000
-1820-11-07,Partial,,,70.7N,40.2W,70.65432000,-40.25000000,33,1.31766000,.41083000,.00000000
