date,type,duration_hms,duration_seconds,latitude,longitude,latitude_numeric,longitude_numeric,saros_cycle,gamma,magnitude,path_width_km
0885-06-16,Total,00:05:02,302,62.6N,16.4E,62.64468000,16.37964000,109,.63198000,1.07715000,323.10000000
0885-12-10,Partial,,,65.2S,120.9W,-65.15382000,-120.88251000,114,-1.08044000,.81639000,.00000000
0886-05-07,Partial,,,62.6S,43.1W,-62.56695000,-43.13971000,81,-1.19257000,.64349000,.00000000
0886-06-06,Partial,,,64.8N,18.7W,64.84746000,-18.69983000,119,1.39441000,.26466000,.00000000
0886-10-30,Partial,,,62.1N,106.8W,62.09832000,-106.81073000,86,1.14083000,.73383000,.00000000
0887-04-27,Annular,00:03:50,230,10.4S,157.9E,-10.42952000,157.92676000,91,-.46410000,.96635000,135.20000000
0887-10-20,Total,00:03:59,239,10.2N,0.2W,10.17906000,-.21301000,96,.41510000,1.04614000,167.50000000
0888-04-15,Annular,00:06:22,382,26.5N,117.7E,26.51314000,117.66913000,101,.29099000,.94144000,225.50000000
0888-10-09,Total,00:03:55,235,22.1S,100.4E,-22.07706000,100.42975000,106,-.27151000,1.04844000,166.70000000
0889-04-04,Partial,,,61.0N,6.9E,60.99375000,6.93817000,111,1.02181000,.93062000,.00000000
0889-09-28,Partial,,,61.0S,166.1E,-60.95227000,166.07843000,116,-1.00862000,.97476000,.00000000
0890-02-23,Total,,,61.2S,89.1W,-61.19718000,-89.09827000,83,-1.00052000,1.00051000,.00000000
0890-08-19,Partial,,,61.4N,139.8E,61.37113000,139.75934000,88,1.07885000,.82681000,.00000000
0891-02-12,Total,00:04:23,263,27.0S,56.2W,-27.03314000,-56.24957000,93,-.28575000,1.05569000,191.20000000
0891-08-08,Annular,00:05:42,342,33.4N,35.3E,33.40232000,35.33105000,98,.34271000,.94584000,211.40000000
0892-02-02,Total,00:02:57,177,6.6N,50.3E,6.58348000,50.34424000,103,.40714000,1.03201000,117.40000000
0892-07-27,Annular,00:01:22,82,5.2S,38.6W,-5.21855000,-38.60126000,108,-.42177000,.98769000,47.50000000
0893-01-21,Partial,,,62.8N,161.0W,62.75532000,-160.96393000,113,1.15380000,.70542000,.00000000
0893-06-17,Partial,,,65.8N,83.2E,65.83151000,83.20825000,80,1.39175000,.26583000,.00000000
0893-07-17,Partial,,,63.4S,122.8E,-63.36200000,122.76941000,118,-1.14687000,.73270000,.00000000
0893-12-12,Partial,,,66.2S,81.6W,-66.23467000,-81.61011000,85,-1.13337000,.72642000,.00000000
0894-06-07,Total,00:04:47,287,64.6N,19.5E,64.58332000,19.47522000,90,.65746000,1.07357000,318.30000000
0894-12-01,Annular,00:06:56,416,49.4S,113.1E,-49.39070000,113.10260000,95,-.44704000,.93236000,283.20000000
0895-05-28,Total,00:03:54,234,17.0N,143.3E,16.98763000,143.31604000,100,-.09089000,1.03834000,129.20000000
0895-11-20,Annular,00:01:45,105,5.6S,33.8E,-5.62509000,33.77051000,105,.26373000,.98487000,55.50000000
0896-05-16,Annular,00:02:43,163,43.7S,6.4E,-43.66763000,6.42822000,110,-.89857000,.97274000,223.70000000
0896-11-08,Total,00:01:57,117,49.5N,140.8W,49.46418000,-140.75848000,115,.92966000,1.02511000,233.90000000
0897-04-05,Partial,,,71.6N,80.6E,71.58957000,80.60736000,82,1.20193000,.61567000,.00000000
0897-09-30,Partial,,,71.9S,15.5E,-71.85577000,15.49475000,87,-1.07419000,.86721000,.00000000
0898-03-26,Annular,00:03:12,192,28.5N,153.7E,28.52472000,153.74518000,92,.43609000,.96997000,119.20000000
0898-09-19,Annular,00:00:50,50,22.2S,72.4W,-22.22677000,-72.35333000,97,-.38942000,.99192000,30.70000000
0899-03-15,Total,00:02:14,134,18.3S,31.7E,-18.33527000,31.74640000,102,-.32120000,1.02315000,83.00000000
0899-09-08,Annular,00:06:15,375,23.8N,138.2W,23.83255000,-138.19727000,107,.35357000,.94653000,209.60000000
0900-03-04,Partial,,,71.8S,92.6W,-71.84016000,-92.57703000,112,-1.01122000,.99328000,.00000000
0900-08-27,Partial,,,71.6N,31.2W,71.60670000,-31.22345000,117,1.08650000,.81040000,.00000000
0901-01-23,Total,00:00:19,19,57.8N,62.0E,57.78833000,61.98669000,84,.97311000,1.00424000,66.60000000
0901-07-18,Annular,00:00:32,32,58.0S,10.5W,-57.95906000,-10.50073000,89,-.97862000,.99340000,119.30000000
0902-01-12,Annular,00:05:06,306,3.6S,64.5W,-3.56328000,-64.54077000,94,.29784000,.95968000,153.30000000
0902-07-08,Total,00:05:55,355,11.7N,167.1E,11.74385000,167.12933000,99,-.18248000,1.06091000,203.40000000
0903-01-01,Annular,00:08:45,525,46.6S,94.4W,-46.60658000,-94.42224000,104,-.40318000,.92017000,331.00000000
0903-06-27,Total,00:05:18,318,57.4N,88.8W,57.44973000,-88.79468000,109,.55851000,1.07732000,302.40000000
0903-12-21,Partial,,,66.2S,106.9E,-66.23336000,106.90576000,114,-1.07301000,.82926000,.00000000
0904-05-18,Partial,,,63.3S,160.7W,-63.31900000,-160.71252000,81,-1.26868000,.50314000,.00000000
0904-06-16,Partial,,,65.8N,138.4W,65.77527000,-138.40320000,119,1.32506000,.39639000,.00000000
0904-11-10,Partial,,,62.8N,116.0E,62.78299000,115.99390000,86,1.14706000,.72275000,.00000000
0905-05-07,Annular,00:04:07,247,12.8S,55.8E,-12.81041000,55.82440000,91,-.54216000,.96493000,148.60000000
0905-10-30,Total,00:03:59,239,7.8N,131.0W,7.83819000,-130.98608000,96,.42928000,1.04489000,164.50000000
0906-04-26,Annular,00:06:15,375,26.4N,19.6E,26.36656000,19.58313000,101,.21583000,.94396000,211.40000000
0906-10-20,Total,00:03:37,217,25.3S,27.1W,-25.28892000,-27.13617000,106,-.25181000,1.04438000,152.60000000
0907-04-15,Annular,00:03:04,184,63.9N,70.9W,63.87418000,-70.86072000,111,.95493000,.95504000,557.20000000
0907-10-10,Annular,00:00:47,47,62.7S,54.1E,-62.74631000,54.05188000,116,-.98511000,.98687000,290.70000000
0908-03-05,Partial,,,61.0S,139.9E,-60.97830000,139.85779000,83,-1.03101000,.94647000,.00000000
0908-08-29,Partial,,,61.0N,25.9E,61.01820000,25.91553000,88,1.14016000,.72135000,.00000000
0909-02-23,Total,00:04:36,276,24.2S,177.8E,-24.20697000,177.80017000,93,-.31267000,1.05871000,202.50000000
0909-08-18,Annular,00:05:44,344,33.1N,65.4W,33.10108000,-65.38251000,98,.41002000,.94422000,223.80000000
0910-02-12,Total,00:02:56,176,8.6N,77.1W,8.60098000,-77.07104000,103,.38675000,1.03255000,118.20000000
0910-08-07,Annular,00:01:10,70,3.8S,145.8W,-3.79294000,-145.79358000,108,-.35261000,.98912000,40.70000000
0911-02-02,Partial,,,62.1N,66.3E,62.07515000,66.32019000,113,1.14096000,.72794000,.00000000
0911-06-29,Partial,,,64.9N,38.6W,64.90606000,-38.64380000,80,1.45995000,.13402000,.00000000
0911-07-28,Partial,,,62.6S,1.2E,-62.60633000,1.19617000,118,-1.07737000,.86405000,.00000000
0911-12-23,Partial,,,65.2S,147.4E,-65.16355000,147.43982000,85,-1.14060000,.71456000,.00000000
0912-06-17,Total,00:04:21,261,70.4N,81.2W,70.35394000,-81.19800000,90,.73224000,1.07085000,340.30000000
0912-12-11,Annular,00:06:38,398,50.4S,5.7W,-50.42978000,-5.73151000,95,-.45041000,.93405000,276.10000000
0913-06-07,Total,00:03:33,213,22.6N,35.5E,22.60200000,35.51324000,100,-.01344000,1.03542000,119.20000000
0913-11-30,Annular,00:01:30,90,7.6S,95.2W,-7.56546000,-95.19342000,105,.26019000,.98696000,47.70000000
0914-05-27,Annular,00:03:00,180,33.2S,100.7W,-33.22425000,-100.69904000,110,-.82045000,.97280000,170.80000000
0914-11-20,Total,00:02:04,124,46.5N,81.8E,46.52215000,81.79883000,115,.92253000,1.02578000,229.20000000
0915-04-17,Partial,,,71.0N,34.9W,71.01242000,-34.85590000,82,1.26842000,.50289000,.00000000
0915-10-11,Partial,,,71.5S,124.3W,-71.46315000,-124.25653000,87,-1.09992000,.81744000,.00000000
0916-04-05,Annular,00:02:28,148,36.1N,42.2E,36.14911000,42.22083000,92,.49110000,.97532000,100.70000000
0916-09-30,Annular,00:01:27,87,28.7S,167.5E,-28.66195000,167.46619000,97,-.42416000,.98547000,56.50000000
0917-03-25,Total,00:02:53,173,11.4S,87.9W,-11.41500000,-87.85870000,102,-.27492000,1.02960000,103.90000000
0917-09-19,Annular,00:07:06,426,16.9N,109.6E,16.91324000,109.64746000,107,.30889000,.94191000,225.10000000
0918-03-15,Total,00:02:53,173,68.4S,94.4E,-68.41829000,94.39490000,112,-.97299000,1.04895000,737.50000000
0918-09-08,Partial,,,72.0N,151.7W,71.99003000,-151.67194000,117,1.03225000,.90117000,.00000000
0919-02-03,Total,00:00:09,9,65.2N,78.9W,65.18217000,-78.87439000,84,.99087000,1.00203000,62.30000000
0919-07-29,Partial,,,69.6S,136.8W,-69.56637000,-136.79138000,89,-1.04367000,.91121000,.00000000
0920-01-24,Annular,00:05:12,312,0.3S,171.6E,-.31089000,171.61462000,94,.31145000,.95873000,157.60000000
0920-07-18,Total,00:05:59,359,5.8N,53.7E,5.83611000,53.74731000,99,-.25191000,1.06155000,208.60000000
0921-01-12,Annular,00:08:51,531,44.0S,149.1E,-44.03128000,149.07123000,104,-.39249000,.92074000,326.60000000
0921-07-08,Total,00:05:32,332,51.4N,162.7E,51.40604000,162.70703000,109,.48620000,1.07650000,284.00000000
0922-01-01,Partial,,,67.3S,25.5W,-67.34151000,-25.47894000,114,-1.06421000,.84473000,.00000000
0922-05-29,Partial,,,64.2S,83.0E,-64.16631000,83.00604000,81,-1.34830000,.35699000,.00000000
0922-06-27,Partial,,,66.7N,101.8E,66.74932000,101.84174000,119,1.25550000,.52774000,.00000000
0922-11-21,Partial,,,63.6N,22.7W,63.59715000,-22.74628000,86,1.14957000,.71848000,.00000000
0923-05-18,Annular,00:04:28,268,16.6S,44.9W,-16.60519000,-44.94360000,91,-.62467000,.96285000,169.90000000
0923-11-11,Total,00:04:01,241,5.8N,96.5E,5.76358000,96.51288000,96,.43773000,1.04404000,162.50000000
0924-05-06,Annular,00:06:12,372,25.4N,76.7W,25.35200000,-76.69690000,101,.13508000,.94623000,199.80000000
0924-10-30,Total,00:03:20,200,28.5S,155.9W,-28.46547000,-155.89801000,106,-.23781000,1.04047000,139.30000000
0925-04-25,Annular,00:02:40,160,64.2N,156.5W,64.22012000,-156.53333000,111,.88216000,.96275000,284.50000000
0925-10-20,Annular,00:01:03,63,64.9S,67.0W,-64.90923000,-66.95044000,116,-.96767000,.98268000,249.90000000
0926-03-16,Partial,,,60.9S,10.8E,-60.92366000,10.83868000,83,-1.06857000,.87855000,.00000000
0926-09-10,Partial,,,60.8N,89.9W,60.81928000,-89.92078000,88,1.19406000,.62929000,.00000000
0927-03-06,Total,00:04:50,290,21.6S,53.4E,-21.56709000,53.35999000,93,-.34558000,1.06167000,214.40000000
0927-08-30,Annular,00:05:51,351,32.2N,168.8W,32.16425000,-168.77563000,98,.47057000,.94250000,237.80000000
0928-02-24,Total,00:02:55,175,10.9N,157.3E,10.86861000,157.27136000,103,.36151000,1.03315000,119.00000000
0928-08-18,Annular,00:01:01,61,3.5S,105.1E,-3.49452000,105.13483000,108,-.28926000,.99021000,35.80000000
0929-02-12,Partial,,,61.5N,64.5W,61.53780000,-64.49768000,113,1.12330000,.75896000,.00000000
0929-07-09,Partial,,,64.0N,160.7W,64.04782000,-160.67010000,80,1.52675000,.00490000,.00000000
0929-08-07,Partial,,,62.0S,121.6W,-61.96481000,-121.55951000,118,-1.01177000,.98805000,.00000000
0930-01-02,Partial,,,64.2S,17.3E,-64.15964000,17.30969000,85,-1.14896000,.70097000,.00000000
0930-06-29,Total,00:03:55,235,74.4N,173.2W,74.36118000,-173.19061000,90,.80607000,1.06706000,372.30000000
0930-12-22,Annular,00:06:17,377,50.3S,124.2W,-50.33219000,-124.19293000,95,-.45498000,.93641000,266.10000000
0931-06-18,Total,00:03:06,186,27.3N,71.4W,27.34057000,-71.40063000,100,.06328000,1.03178000,107.60000000
0931-12-12,Annular,00:01:11,71,8.7S,135.7E,-8.68588000,135.65228000,105,.25680000,.98964000,37.70000000
0932-06-07,Annular,00:03:19,199,24.7S,154.8E,-24.70515000,154.82312000,110,-.74055000,.97192000,149.90000000
0932-11-30,Total,00:02:11,131,44.3N,55.9W,44.31599000,-55.86725000,115,.91740000,1.02675000,230.40000000
0933-04-27,Partial,,,70.3N,148.1W,70.26590000,-148.07642000,82,1.34018000,.38035000,.00000000
0933-05-27,Partial,,,67.7S,132.3E,-67.74012000,132.25293000,120,-1.52579000,.06298000,.00000000
0933-10-21,Partial,,,70.8S,94.8E,-70.84376000,94.78302000,87,-1.11969000,.77928000,.00000000
0934-04-16,Annular,00:01:50,110,44.2N,67.2W,44.24695000,-67.15094000,92,.55376000,.98039000,83.50000000
0934-10-11,Annular,00:02:01,121,34.6S,45.8E,-34.64631000,45.81030000,97,-.45101000,.97936000,82.00000000
0935-04-06,Total,00:03:32,212,4.3S,154.4E,-4.29375000,154.35107000,102,-.22150000,1.03582000,123.40000000
0935-09-30,Annular,00:07:57,477,10.5N,4.5W,10.48729000,-4.46313000,107,.27162000,.93747000,240.80000000
0936-03-25,Total,00:03:37,217,59.4S,48.5W,-59.37040000,-48.50543000,112,-.92837000,1.05551000,496.00000000
0936-09-18,Annular,00:05:59,359,70.1N,58.4E,70.14371000,58.43152000,117,.98507000,.92147000,.00000000
0937-02-14,Partial,,,71.1N,132.6E,71.12353000,132.62286000,84,1.01418000,.96856000,.00000000
0937-08-09,Partial,,,70.4S,101.0E,-70.39050000,100.98846000,89,-1.10435000,.80128000,.00000000
0938-02-03,Annular,00:05:11,311,3.8N,48.9E,3.80130000,48.94537000,94,.32941000,.95827000,160.30000000
0938-07-29,Total,00:05:55,355,0.5S,61.5W,-.52023000,-61.46344000,99,-.31770000,1.06141000,212.30000000
0939-01-23,Annular,00:08:56,536,40.3S,32.8E,-40.33037000,32.78168000,104,-.37775000,.92191000,318.90000000
0939-07-19,Total,00:05:42,342,44.9N,51.1E,44.87934000,51.08984000,109,.41720000,1.07484000,267.30000000
0940-01-12,Partial,,,68.4S,158.0W,-68.43761000,-158.04034000,114,-1.05383000,.86314000,.00000000
0940-06-08,Partial,,,65.1S,32.9W,-65.08931000,-32.87775000,81,-1.42907000,.20960000,.00000000
0940-07-08,Partial,,,67.7N,18.5W,67.74216000,-18.46979000,119,1.18680000,.65645000,.00000000
0940-12-02,Partial,,,64.5N,162.7W,64.52050000,-162.72717000,86,1.14976000,.71846000,.00000000
0941-05-28,Annular,00:04:49,289,21.9S,145.2W,-21.91480000,-145.20837000,91,-.70955000,.96026000,202.80000000
0941-11-21,Total,00:04:05,245,4.2N,36.9W,4.22122000,-36.90820000,96,.44370000,1.04355000,161.50000000
0942-05-17,Annular,00:06:15,375,23.4N,172.0W,23.36449000,-171.99585000,101,.05038000,.94813000,190.90000000
0942-11-11,Total,00:03:05,185,31.4S,74.6E,-31.35255000,74.58301000,106,-.22813000,1.03695000,127.40000000
0943-05-07,Annular,00:02:17,137,64.0N,114.2E,64.03288000,114.22528000,111,.80586000,.96933000,185.20000000
0943-10-31,Annular,00:01:19,79,67.8S,166.7E,-67.82043000,166.70935000,116,-.95476000,.97829000,264.90000000
0944-03-27,Partial,,,61.0S,116.6W,-61.02992000,-116.62885000,83,-1.11204000,.79864000,.00000000
0944-04-25,Partial,,,62.0N,97.1W,62.00309000,-97.06055000,121,1.50438000,.06662000,.00000000
0944-09-20,Partial,,,60.8N,152.2E,60.78114000,152.19348000,88,1.24059000,.55045000,.00000000
0945-03-16,Total,00:05:05,305,19.4S,69.0W,-19.40283000,-68.97858000,93,-.38611000,1.06441000,226.80000000
0945-09-09,Annular,00:06:03,363,30.8N,84.6E,30.76776000,84.57288000,98,.52316000,.94073000,253.10000000
0946-03-06,Total,00:02:56,176,13.1N,34.4E,13.10094000,34.44647000,103,.32830000,1.03382000,119.90000000
0946-08-29,Annular,00:00:55,55,4.3S,6.6W,-4.25317000,-6.60919000,108,-.23369000,.99088000,32.80000000
0947-02-23,Partial,,,61.2N,167.6E,61.15340000,167.62531000,113,1.09719000,.80487000,.00000000
0947-08-19,Total,00:02:29,149,51.3S,139.1E,-51.34687000,139.06000000,118,-.95274000,1.03566000,392.70000000
0948-01-14,Partial,,,63.3S,111.6W,-63.25372000,-111.59576000,85,-1.16040000,.68239000,.00000000
0948-07-09,Total,00:03:27,207,75.4N,104.3E,75.41022000,104.29901000,90,.87929000,1.06209000,431.50000000
0949-01-02,Annular,00:05:54,354,49.1S,116.8E,-49.06954000,116.82568000,95,-.45981000,.93941000,253.00000000
0949-06-29,Total,00:02:36,156,31.3N,176.8W,31.26490000,-176.76550000,100,.14175000,1.02744000,94.00000000
0949-12-22,Annular,00:00:48,48,8.9S,6.2E,-8.89680000,6.16663000,105,.25433000,.99289000,25.80000000
0950-06-18,Annular,00:03:40,220,17.5S,52.5E,-17.49937000,52.50641000,110,-.65804000,.97028000,141.50000000
0950-12-12,Total,00:02:19,139,42.9N,166.1E,42.87400000,166.05640000,115,.91427000,1.02809000,237.00000000
0951-05-08,Partial,,,69.4N,100.4E,69.39547000,100.40332000,82,1.41521000,.25142000,.00000000
0951-06-07,Partial,,,66.7S,25.1E,-66.73898000,25.14722000,120,-1.44141000,.20728000,.00000000
0951-11-02,Partial,,,70.0S,46.8W,-70.03671000,-46.82819000,87,-1.13510000,.74962000,.00000000
0952-04-26,Annular,00:01:17,77,52.5N,175.4W,52.54979000,-175.43011000,92,.61948000,.98511000,67.10000000
0952-10-21,Annular,00:02:32,152,40.2S,76.4W,-40.19289000,-76.35907000,97,-.47270000,.97358000,107.10000000
0953-04-16,Total,00:04:07,247,2.8N,38.1E,2.84579000,38.05402000,102,-.16275000,1.04181000,141.60000000
0953-10-10,Annular,00:08:46,526,4.6N,120.1W,4.59204000,-120.13214000,107,.24072000,.93328000,256.10000000
0954-04-06,Total,00:04:20,260,50.3S,178.9W,-50.25629000,-178.92145000,112,-.87776000,1.06107000,417.40000000
0954-09-29,Annular,00:06:47,407,61.4N,80.1W,61.37167000,-80.08038000,117,.94539000,.92200000,912.30000000
0955-02-25,Partial,,,71.7N,4.3W,71.66674000,-4.28638000,84,1.04468000,.91266000,.00000000
0955-08-20,Partial,,,71.1S,24.3W,-71.07113000,-24.31519000,89,-1.15755000,.70468000,.00000000
0956-02-14,Annular,00:05:06,306,8.8N,71.8W,8.78792000,-71.82861000,94,.35402000,.95802000,162.70000000
0956-08-09,Total,00:05:43,343,7.2S,178.7W,-7.16237000,-178.70728000,99,-.37865000,1.06070000,214.90000000
0957-02-02,Annular,00:08:57,537,35.6S,82.9W,-35.63909000,-82.85901000,104,-.35731000,.92361000,308.30000000
0957-07-29,Total,00:05:46,346,38.0N,63.0W,38.04018000,-62.95764000,109,.35182000,1.07234000,251.10000000
0958-01-22,Partial,,,69.5S,70.3E,-69.47286000,70.27216000,114,-1.03800000,.89114000,.00000000
0958-06-19,Partial,,,66.1S,148.3W,-66.06329000,-148.33087000,81,-1.51103000,.06123000,.00000000
0958-07-19,Partial,,,68.7N,139.8W,68.72144000,-139.76379000,119,1.12035000,.77973000,.00000000
0958-12-13,Partial,,,65.5N,56.4E,65.52729000,56.41492000,86,1.14883000,.72062000,.00000000
0959-06-09,Annular,00:05:06,306,29.1S,114.7E,-29.07721000,114.70239000,91,-.79655000,.95688000,258.80000000
0959-12-03,Total,00:04:10,250,3.3N,171.0W,3.27685000,-171.01007000,96,.44734000,1.04351000,162.00000000
0960-05-28,Annular,00:06:21,381,20.3N,93.1E,20.34491000,93.08923000,101,-.03690000,.94966000,184.90000000
0960-11-21,Total,00:02:52,172,33.8S,55.6W,-33.77950000,-55.57416000,106,-.22281000,1.03377000,116.80000000
0961-05-17,Annular,00:01:54,114,62.8N,25.1E,62.81835000,25.11371000,111,.72445000,.97534000,127.50000000
0961-11-11,Annular,00:01:35,95,71.3S,35.8E,-71.25516000,35.76141000,116,-.94751000,.97391000,297.80000000
0962-04-07,Partial,,,61.3S,117.6E,-61.29149000,117.60120000,83,-1.16145000,.70654000,.00000000
0962-05-06,Partial,,,62.6N,143.6E,62.60829000,143.62219000,121,1.43339000,.19652000,.00000000
0962-10-01,Partial,,,60.9N,32.1E,60.90706000,32.06671000,88,1.27934000,.48529000,.00000000
0963-03-28,Total,00:05:20,320,17.8S,170.3E,-17.81223000,170.32880000,93,-.43242000,1.06679000,239.50000000
0963-09-20,Annular,00:06:18,378,29.1N,25.3W,29.11461000,-25.31738000,98,.56775000,.93906000,268.80000000
0964-03-16,Total,00:02:57,177,15.3N,86.3W,15.31383000,-86.27643000,103,.28955000,1.03439000,120.40000000
0964-09-08,Annular,00:00:51,51,5.8S,120.3W,-5.75305000,-120.33783000,108,-.18379000,.99136000,30.80000000
0965-03-06,Partial,,,60.9N,41.8E,60.92731000,41.78326000,113,1.06547000,.86068000,.00000000
0965-08-29,Total,00:02:41,161,47.1S,24.8E,-47.12406000,24.78552000,118,-.89902000,1.03773000,283.50000000
0966-01-24,Partial,,,62.5S,121.3E,-62.47092000,121.34155000,85,-1.17660000,.65594000,.00000000
0966-07-20,Total,00:02:55,175,72.4N,23.0E,72.40579000,23.03931000,90,.94919000,1.05558000,596.80000000
0967-01-13,Annular,00:05:28,328,47.0S,1.9W,-47.02419000,-1.89050000,95,-.46866000,.94299000,237.90000000
0967-07-10,Total,00:02:04,124,34.1N,78.0E,34.07013000,78.02661000,100,.21734000,1.02254000,78.70000000
0968-01-02,Annular,00:00:21,21,8.4S,122.7W,-8.41661000,-122.68591000,105,.24899000,.99670000,11.90000000
0968-06-28,Annular,00:04:01,241,11.7S,49.0W,-11.66644000,-49.02051000,110,-.57640000,.96801000,140.30000000
0968-12-22,Total,00:02:28,148,41.8N,28.3E,41.84030000,28.33301000,115,.91049000,1.02995000,246.30000000
0969-05-19,Partial,,,68.4N,9.1W,68.44765000,-9.13470000,82,1.49448000,.11452000,.00000000
0969-06-17,Partial,,,65.7S,81.0W,-65.73964000,-80.95953000,120,-1.35465000,.35579000,.00000000
0969-11-12,Partial,,,69.1S,170.8E,-69.08805000,170.83734000,87,-1.14573000,.72911000,.00000000
0970-05-08,Annular,00:00:51,51,61.3N,78.3E,61.25760000,78.30084000,92,.69071000,.98925000,52.50000000
0970-11-02,Annular,00:02:59,179,45.1S,161.0E,-45.06814000,161.00244000,97,-.48827000,.96838000,130.30000000
0971-04-27,Total,00:04:38,278,9.9N,76.5W,9.93659000,-76.50812000,102,-.09833000,1.04727000,158.00000000
0971-10-22,Annular,00:09:32,572,0.6S,122.4E,-.61163000,122.40503000,107,.21709000,.92947000,270.50000000
0972-04-16,Total,00:05:04,304,41.4S,56.2E,-41.42659000,56.19550000,112,-.82129000,1.06596000,376.10000000
0972-10-10,Annular,00:07:31,451,54.0N,155.2E,53.95587000,155.22461000,117,.91265000,.92156000,723.80000000
0973-03-07,Partial,,,72.0N,139.5W,71.97124000,-139.49530000,84,1.08128000,.84566000,.00000000
0973-08-30,Partial,,,71.6S,152.2W,-71.56611000,-152.17145000,89,-1.20459000,.61913000,.00000000
0974-02-25,Annular,00:04:58,298,14.6N,169.4E,14.55686000,169.43353000,94,.38572000,.95802000,164.70000000
0974-08-20,Total,00:05:25,325,13.9S,61.9E,-13.94728000,61.89575000,99,-.43388000,1.05939000,215.90000000
0975-02-14,Annular,00:08:56,536,30.2S,162.2E,-30.19276000,162.24756000,104,-.33143000,.92576000,295.60000000
0975-08-10,Total,00:05:45,345,31.0N,179.2W,31.03921000,-179.22418000,109,.29072000,1.06922000,235.60000000
0976-02-03,Annular,,,70.4S,61.0W,-70.40018000,-61.01306000,114,-1.01825000,.92618000,.00000000
0976-07-29,Partial,,,69.6N,97.6E,69.64917000,97.62244000,119,1.05711000,.89574000,.00000000
0976-12-23,Partial,,,66.6N,85.0W,66.58586000,-85.01111000,86,1.14814000,.72244000,.00000000
0977-06-19,Annular,00:05:16,316,38.8S,14.2E,-38.76600000,14.20184000,91,-.88440000,.95260000,373.10000000
0977-12-13,Total,00:04:16,256,3.0N,54.5E,3.04284000,54.52588000,96,.44987000,1.04394000,164.00000000
0978-06-08,Annular,00:06:30,390,16.3N,2.2W,16.33904000,-2.21393000,101,-.12482000,.95072000,182.00000000
0978-12-03,Total,00:02:41,161,35.4S,174.5E,-35.42688000,174.47504000,106,-.21907000,1.03114000,107.90000000
0979-05-28,Annular,00:01:34,94,60.5N,65.9W,60.48267000,-65.89032000,111,.64239000,.98059000,90.00000000
0979-11-22,Annular,00:01:49,109,75.0S,98.4W,-74.96735000,-98.43152000,116,-.94394000,.96991000,335.10000000
0980-04-17,Partial,,,61.7S,6.8W,-61.69943000,-6.82458000,83,-1.21621000,.60325000,.00000000
0980-05-17,Partial,,,63.3N,24.8E,63.33128000,24.75610000,121,1.35920000,.33383000,.00000000
0980-10-11,Partial,,,61.2N,90.0W,61.19764000,-90.00391000,88,1.31146000,.43170000,.00000000
0981-04-07,Total,00:05:34,334,17.1S,51.7E,-17.07546000,51.67407000,93,-.48574000,1.06871000,253.30000000
0981-09-30,Annular,00:06:35,395,27.4N,138.5W,27.36202000,-138.47607000,98,.60445000,.93757000,284.20000000
0982-03-28,Total,00:02:59,179,17.2N,156.3E,17.15629000,156.29633000,103,.24179000,1.03475000,120.20000000
0982-09-20,Annular,00:00:49,49,8.0S,122.9E,-7.96502000,122.93921000,108,-.14257000,.99164000,29.60000000
0983-03-17,Partial,,,60.9N,81.1W,60.86143000,-81.14624000,113,1.02507000,.93174000,.00000000
0983-09-09,Total,00:02:44,164,45.7S,93.8W,-45.74519000,-93.79047000,118,-.85179000,1.03860000,241.70000000
0984-02-04,Partial,,,61.8S,3.9W,-61.82934000,-3.91260000,85,-1.19789000,.62096000,.00000000
0984-07-31,Partial,,,62.4N,58.3W,62.37952000,-58.32068000,90,1.01611000,.98707000,.00000000
0984-08-29,Partial,,,61.3S,18.5W,-61.30296000,-18.48260000,128,-1.52625000,.00850000,.00000000
0985-01-23,Annular,00:05:00,300,44.3S,120.8W,-44.33834000,-120.78131000,95,-.48048000,.94716000,220.50000000
0985-07-20,Total,00:01:31,91,35.9N,26.6W,35.91117000,-26.62555000,100,.29227000,1.01698000,60.80000000
0986-01-13,Hybrid,00:00:07,7,7.2S,108.7E,-7.19279000,108.65308000,105,.24216000,1.00108000,3.90000000
0986-07-09,Annular,00:04:22,262,7.0S,149.8W,-7.04602000,-149.77863000,110,-.49523000,.96513000,144.00000000
0987-01-02,Total,00:02:37,157,41.2N,108.9W,41.18204000,-108.87292000,115,.90557000,1.03230000,256.90000000
0987-06-28,Partial,,,64.8S,172.8E,-64.77037000,172.79449000,120,-1.26895000,.50243000,.00000000
0987-11-23,Partial,,,68.0S,28.3E,-68.04794000,28.25415000,87,-1.15329000,.71449000,.00000000
0988-05-18,Annular,00:00:31,31,70.2N,26.0W,70.22947000,-26.02924000,92,.76371000,.99285000,39.10000000
0988-11-12,Annular,00:03:23,203,49.2S,38.8E,-49.17924000,38.79425000,97,-.49991000,.96363000,152.00000000
0989-05-08,Total,00:05:01,301,16.8N,170.3E,16.77280000,170.25336000,102,-.03044000,1.05227000,173.10000000
0989-11-01,Annular,00:10:14,614,5.1S,3.9E,-5.09726000,3.90417000,107,.19886000,.92614000,283.30000000
0990-04-27,Total,00:05:45,345,33.0S,65.2W,-33.02255000,-65.23895000,112,-.75992000,1.07004000,349.40000000
0990-10-21,Annular,00:08:09,489,47.9N,32.3E,47.88728000,32.33411000,117,.88704000,.92111000,643.50000000
